play_area_id;address;district_name;district_code;neighbourhood_name;neighbourhood_code;X_ETRS89;Y_ETRS89;longitude;latitude
171639;Av Meridiana, 409;Nou Barris;8;Porta;45;431657382;4587007411;21820225;414317263
43929;Jard Tecla Sala, 0;Sant Martí;10;Provençals del Poblenou;71;432884185;4584231780;21970124;414068305
51478;Jard Vil·la Amèlia, 0;Sarria-Sant Gervasi;5;Sarrià;23;426669064;4582620500;21228566;413917755
51477;Jard Vil·la Amèlia, 0;Sarria-Sant Gervasi;5;Sarrià;23;426690870;4582632659;21231159;413918870
51476;Jard Vil·la Amèlia, 0;Sarria-Sant Gervasi;5;Sarrià;23;426717950;4582651643;21234375;413920604
51479;Jard Vil·la Amèlia, 0;Sarria-Sant Gervasi;5;Sarrià;23;426703859;4582647843;21232694;413920249
97192;Jard Joan Fuster i Ortells, 0;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;433972794;4583662858;22100976;414017965
839012;Rda Litoral (Besòs), 55;Sant Martí;10;el Besòs i el Maresme;70;434978507;4584583264;22220293;414101684
836505;Rda Litoral (Besòs), 55;Sant Martí;10;el Besòs i el Maresme;70;434920172;4584508395;22213394;414094893
204370;Rda Litoral (Besòs), 55;Sant Martí;10;el Besòs i el Maresme;70;434953330;4584453406;22217420;414089967
210529;Pl Pastrana, 9999;Horta-Guinardó;7;el Carmel;37;429487607;4586304766;21561375;414252103
210521;Pl Pastrana, 9999;Horta-Guinardó;7;el Carmel;37;429473583;4586329314;21559669;414254302
17927;C\ Marie Curie, 4;Nou Barris;8;la Guineueta;48;430475294;4587562563;21678119;414366249
949777;C\ Marie Curie, 4;Nou Barris;8;la Guineueta;48;430460783;4587559650;21676385;414365974
870964;C\ Marie Curie, 4;Nou Barris;8;la Guineueta;48;430276821;4587590580;21654332;414368600
870963;C\ Marie Curie, 4;Nou Barris;8;la Guineueta;48;430282601;4587576147;21655041;414367305
17933;C\ Marie Curie, 4;Nou Barris;8;la Guineueta;48;430343695;4587581243;21662347;414367817
17928;C\ Marie Curie, 4;Nou Barris;8;la Guineueta;48;430448396;4587535447;21674931;414363783
17930;C\ Marie Curie, 4;Nou Barris;8;la Guineueta;48;430435362;4587618223;21673275;414371227
17932;C\ Marie Curie, 4;Nou Barris;8;la Guineueta;48;430394960;4587631534;21668425;414372391
17931;C\ Marie Curie, 4;Nou Barris;8;la Guineueta;48;430421368;4587631352;21671585;414372398
17934;C\ Marie Curie, 4;Nou Barris;8;la Guineueta;48;430077430;4587786454;21630242;414386068
17935;C\ Marie Curie, 4;Nou Barris;8;la Guineueta;48;430558810;4587454146;21688239;414356556
46604;Plta Joan Brossa, 0;Eixample;2;l'Antiga Esquerra de l'Eixample;8;429360480;4582665784;21550411;413924242
44224;Pl Rom Cremat, 0;Sant Andreu;9;el Congrés i els Indians;62;431743491;4585933098;21831743;414220577
894531;Pl Trinitat, 9999;Sant Andreu;9;la Trinitat Vella;57;432382256;4589032283;21904709;414500250
44866;Av Meridiana, 313;Sant Andreu;9;la Sagrera;61;431990474;4586245042;21860945;414248882
45145;C\ Costabona, 16;Nou Barris;8;Ciutat Meridiana;55;431388122;4590448804;21784091;414626986
694230;Av Vallcarca, 4010;Gracia;6;Vallcarca i els Penitents;28;428292880;4585360701;21419530;414166018
694231;Av Vallcarca, 4010;Gracia;6;Vallcarca i els Penitents;28;428310806;4585348768;21421689;414164959
729318;Av Diagonal, 288;Eixample;2;la Sagrada Família;6;431764466;4583812068;21836645;414029560
206566;Pg Sant Joan, 23;Eixample;2;el Fort Pienc;5;431244171;4582768096;21775591;413935090
206544;Pg Sant Joan, 23;Eixample;2;la Dreta de l'Eixample;7;431389695;4582579056;21793211;413918188
691160;Jard Ramon Aramon i Serra, 0;Sants-Montjuïc;3;Hostafrancs;15;428637538;4580697513;21466263;413746329
85874;Pl Garrigó, 9999;Nou Barris;8;Vilapicina i la Torre Llobeta;44;431578698;4586711787;21811143;414290570
86524;C\ Borràs, 2;Nou Barris;8;la Prosperitat;52;431385839;4587923545;21786687;414399544
86584;Pl Roquetes, 0;Nou Barris;8;les Roquetes;50;431189037;4588850131;21762076;414482830
89587;C\ Palència, 693;Sant Andreu;9;la Sagrera;61;432338387;4585585792;21903316;414189799
90286;Pl Can Portabella, 12;Sant Andreu;9;Sant Andreu;60;432741553;4586703145;21950313;414290774
90285;Pl Can Portabella, 12;Sant Andreu;9;Sant Andreu;60;432703122;4586697148;21945720;414290202
97550;Jard Jaime Gil de Biedma, 0;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;433889237;4583563275;22091090;414008927
162772;C\ Aragó, 638;Sant Martí;10;el Clot;65;432116216;4584517170;21877931;414093364
162771;C\ Aragó, 638;Sant Martí;10;el Clot;65;432347044;4584744379;21905292;414114023
49402;Pl Artós, 9999;Sarria-Sant Gervasi;5;Sarrià;23;426921857;4583025241;21258312;413954438
49534;Pg Santa Eulàlia, 18;Sarria-Sant Gervasi;5;Sarrià;23;426036318;4583975746;21151233;414039236
736729;Pl Diamant, 9999;Gracia;6;la Vila de Gràcia;31;429445558;4583971564;21559065;414041924
61082;Rda Guinardó, 16;Horta-Guinardó;7;el Baix Guinardó;33;429997138;4584878576;21623998;414124097
659892;C\ Feliu i Codina, 28;Horta-Guinardó;7;Horta;43;429917770;4587170346;21611847;414330439
29715;C\ Floridablanca, 141;Eixample;2;Sant Antoni;10;429966603;4581523460;21624226;413821887
956380;C\ Pas de l'Ensenyança, 2;Ciutat Vella;1;el Barri Gòtic;2;431223454;4581484554;21774570;413819467
956080;C\ Pas de l'Ensenyança, 2;Ciutat Vella;1;el Barri Gòtic;2;431194103;4581469028;21771078;413818044
42237;C\ Cantàbria, 12;Sant Martí;10;la Verneda i la Pau;73;433472172;4585531796;22039036;414185883
42238;C\ Cantàbria, 12;Sant Martí;10;la Verneda i la Pau;73;433441975;4585568124;22035383;414189130
679677;C\ Perú, 251;Sant Martí;10;Provençals del Poblenou;71;433409366;4585103821;22031992;414147284
43352;Pl Clementina Arderiu, 10;Sant Martí;10;la Verneda i la Pau;73;434043324;4585951306;22106918;414224138
43457;Av Diagonal, 26;Sant Martí;10;el Besòs i el Maresme;70;434524636;4584689911;22165878;414110921
43456;Av Diagonal, 26;Sant Martí;10;el Besòs i el Maresme;70;434648758;4584732596;22180681;414114866
43964;Jard Margarida Comas, 0;Sant Martí;10;la Vila Olímpica del Poblenou;67;432423011;4582636892;21916734;413924272
61314;C\ Porto, 1;Horta-Guinardó;7;Horta;43;429598513;4586758387;21574118;414293056
883881;Av Can Marcet, 5;Horta-Guinardó;7;la Vall d'Hebron;41;428954378;4587361920;21496325;414346847
883880;Av Can Marcet, 5;Horta-Guinardó;7;la Vall d'Hebron;41;428882647;4587396142;21487700;414349865
683530;Av Can Marcet, 5;Horta-Guinardó;7;la Vall d'Hebron;41;429068090;4587357863;21509939;414346582
736892;C\ Bernat Bransi, 22;Horta-Guinardó;7;el Carmel;37;429295206;4586263124;21538401;414248184
736893;C\ Bernat Bransi, 22;Horta-Guinardó;7;el Carmel;37;429293687;4586269606;21538211;414248766
586518;Av Roma, 55;Eixample;2;la Nova Esquerra de l'Eixample;9;428845666;4581655726;21490024;413832816
887888;Jard Maria Mercè Marçal, 0;Eixample;2;la Nova Esquerra de l'Eixample;9;428879584;4582019472;21493653;413865608
587551;Av Roma, 99;Eixample;2;la Nova Esquerra de l'Eixample;9;429242441;4581859441;21537235;413851514
590312;C\ París, 76;Eixample;2;la Nova Esquerra de l'Eixample;9;428612070;4582123832;21461537;413874770
709342;C\ Cal Cisó, 59;Sants-Montjuïc;3;la Marina del Prat Vermell;12;428343130;4578167607;21434049;413518208
708617;C\ Llull, 297;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;433863260;4584188957;22087299;414065260
823457;Ctra B-10 (Llobregat), 65;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;433876634;4583398880;22089762;413994110
665387;Ctra B-10 (Llobregat), 65;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;434350777;4583889873;22145945;414038721
98743;Ctra B-10 (Llobregat), 65;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;434572928;4584097603;22172296;414057612
665383;Ctra B-10 (Llobregat), 65;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;434328888;4583861385;22143357;414036138
61545;Av Elies Pagès, 1;Horta-Guinardó;7;Sant Genís dels Agudells;39;427744562;4586555017;21352498;414273093
44043;G.V. Corts Catalanes, 1148;Sant Martí;10;Provençals del Poblenou;71;433375984;4585116939;22027984;414148438
44044;G.V. Corts Catalanes, 1148;Sant Martí;10;Provençals del Poblenou;71;433729362;4585459376;22069889;414179572
44045;G.V. Corts Catalanes, 1148;Sant Martí;10;el Besòs i el Maresme;70;434100057;4585823737;22113846;414212694
826402;Av Vallcarca, 35;Gracia;6;Vallcarca i els Penitents;28;428843306;4584447264;21486461;414084238
691733;Av Vallcarca, 35;Gracia;6;Vallcarca i els Penitents;28;428831949;4584460191;21485087;414085392
687960;C\ Rosselló, 415;Gracia;6;el Camp d'en Grassot i Gràcia Nova;32;430733707;4583966763;21713165;414042612
943264;C\ Estadella, 83;Sant Andreu;9;el Bon Pastor;59;433719766;4587428293;22066582;414356899
683694;Pl Gal·la Placídia, 34;Gracia;6;la Vila de Gràcia;31;429214740;4583384491;21532140;413988846
45557;C\ Secretari Coloma, 133;Gracia;6;la Salut;30;429658639;4584800487;21583591;414116769
682666;C\ Biscaia, 401;Sant Andreu;9;Navas;63;431784780;4585652341;21837000;414195325
680550;C\ Padilla, 393;Horta-Guinardó;7;el Baix Guinardó;33;430501162;4584836462;21684348;414120742
86185;C\ Pintor Alsamora, 63;Nou Barris;8;Porta;45;431230506;4587436592;21768650;414355553
678598;C\ Escornalbou, 45;Horta-Guinardó;7;el Guinardó;35;431167797;4585468350;21763385;414178227
664510;Via Bàrcino, 96;Sant Andreu;9;la Trinitat Vella;57;432573051;4588763654;21927849;414476216
978910;Av Rasos de Peguera, 51;Nou Barris;8;Ciutat Meridiana;55;431099818;4590049979;21750027;414590819
978909;Av Rasos de Peguera, 51;Nou Barris;8;Ciutat Meridiana;55;431074108;4590053247;21746945;414591091
978908;Av Rasos de Peguera, 51;Nou Barris;8;Ciutat Meridiana;55;431089070;4590061158;21748728;414591816
670563;Av Rasos de Peguera, 51;Nou Barris;8;Ciutat Meridiana;55;431074252;4590072544;21746940;414592829
670512;C\ Comte de Sert, 492;Sarria-Sant Gervasi;5;Sant Gervasi - la Bonanova;25;427736574;4585271897;21353076;414157521
61657;Pl Maragall, 9998;Sant Andreu;9;el Congrés i els Indians;62;431563866;4585703644;21810509;414199758
43576;C\ Alfons el Magnànim, 107;Sant Martí;10;el Besòs i el Maresme;70;434268221;4585347507;22134486;414169939
43550;C\ Alfons el Magnànim, 107;Sant Martí;10;el Besòs i el Maresme;70;434203180;4585413097;22126632;414175794
41717;Pl Poeta Boscà, 0;Ciutat Vella;1;la Barceloneta;3;432210362;4581206977;21892900;413795304
44199;C\ Clariana, 42;Sant Andreu;9;Baró de Viver;58;433337215;4588689505;22019405;414470176
931957;C\ Petrarca, 41;Nou Barris;8;Vilapicina i la Torre Llobeta;44;430267800;4586694723;21654286;414287906
662898;C\ Petrarca, 41;Nou Barris;8;Vilapicina i la Torre Llobeta;44;430275579;4586682809;21655231;414286840
662828;C\ Petrarca, 44;Horta-Guinardó;7;Horta;43;430195520;4586701125;21645629;414288420
661792;C\ Castells, 14;Les Corts;4;les Corts;19;428062814;4582119811;21395855;413873918
660372;Pl Vista Park, 0;Horta-Guinardó;7;Can Baró;34;429569755;4585416694;21572240;414172190
908669;C\ Llinars del Vallès, 8310;Sant Andreu;9;el Bon Pastor;59;433691063;4587245103;22063348;414340376
908668;C\ Llinars del Vallès, 8310;Sant Andreu;9;el Bon Pastor;59;433745541;4587235795;22069878;414339583
44625;Pg Mollerussa, 55;Sant Andreu;9;el Bon Pastor;59;433568782;4587810167;22048092;414391169
44624;Pg Mollerussa, 55;Sant Andreu;9;el Bon Pastor;59;433544171;4587805463;22045151;414390725
47594;Ctra Prat, 42;Sants-Montjuïc;3;la Marina de Port;13;427506719;4579032132;21333042;413595324
816675;Jard Fabià Puigserver, 0;Sants-Montjuïc;3;el Poble-sec;11;429417977;4580243255;21560109;413706104
816674;Jard Fabià Puigserver, 0;Sants-Montjuïc;3;el Poble-sec;11;429436057;4580236161;21562279;413705481
44818;Pl Mossèn Clapés, 9999;Sant Andreu;9;Sant Andreu;60;432149023;4588119705;21877814;414417860
29274;Jard Sebastià Gasch, 0;Eixample;2;la Nova Esquerra de l'Eixample;9;429147106;4581167177;21526643;413789080
42110;Pl Pedró, 9999;Ciutat Vella;1;el Raval;1;430331812;4581249000;21668215;413797484
42252;C\ Bac de Roda, 171;Sant Martí;10;Sant Martí de Provençals;72;432840857;4584900622;21964198;414128510
46739;Jard Flora Tristán, 0;Eixample;2;la Sagrada Família;6;431488673;4583970107;21803474;414043560
61397;C\ Joan Cortada, 8;Horta-Guinardó;7;Can Baró;34;429781850;4585247331;21597813;414157122
47339;C\ Rossend Arús, 57;Sants-Montjuïc;3;la Bordeta;16;427985043;4580287164;21388731;413708789
49806;C\ Costa, 71;Sarria-Sant Gervasi;5;el Putxet i el Farró;27;428439307;4584757030;21437764;414111778
61045;Camí Cal Notari, 30;Horta-Guinardó;7;Horta;43;428956352;4588174961;21495605;414420075
87953;Jard Mercè Rovira, 0;Sant Andreu;9;la Sagrera;61;432163320;4585799428;21882129;414208893
86215;Pg Ciutat de Mallorca, 31;Nou Barris;8;Porta;45;431281613;4587181487;21775056;414332621
653967;Camí Antic de València, 3321;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;433595675;4584287259;22055179;414073893
61174;C\ Hortal, 74;Horta-Guinardó;7;el Carmel;37;429284899;4586005122;21537469;414224937
43693;Jard Can Miralletes, 0;Sant Martí;10;el Camp de l'Arpa del Clot;64;431406246;4585017030;21792427;414137782
43694;Jard Can Miralletes, 0;Sant Martí;10;el Camp de l'Arpa del Clot;64;431412374;4585029012;21793147;414138867
161362;C\ Ramon Trias Fargas, 24;Sant Martí;10;la Vila Olímpica del Poblenou;67;432556598;4582058720;21933355;413872309
161361;C\ Ramon Trias Fargas, 24;Sant Martí;10;la Vila Olímpica del Poblenou;67;432568915;4582020833;21934870;413868907
750537;Pg Sant Joan, 57;Eixample;2;la Dreta de l'Eixample;7;430983328;4582998774;21744130;413955643
750536;Pg Sant Joan, 57;Eixample;2;la Dreta de l'Eixample;7;430751174;4583282926;21716037;413981036
750990;Av Mare de Déu de Montserrat, 89;Horta-Guinardó;7;el Guinardó;35;430447763;4585262178;21677470;414159038
755861;Av Meridiana, 123;Sant Martí;10;el Camp de l'Arpa del Clot;64;431995055;4585012139;21862880;414137842
755860;Av Meridiana, 123;Sant Martí;10;el Camp de l'Arpa del Clot;64;432010410;4584998442;21864732;414136622
930180;Rbla Raval, 12;Ciutat Vella;1;el Raval;1;430498083;4581166897;21688191;413790233
42126;C\ Tàpies, 24;Ciutat Vella;1;el Raval;1;430570852;4580903419;21697195;413766566
61505;C\ Lírica, 7;Horta-Guinardó;7;Montbau;40;428491277;4587256979;21441025;414336984
209085;Pl Font de la Mulassa, 7;Horta-Guinardó;7;el Carmel;37;430049225;4585899029;21629050;414216051
61343;Parc Unitat, 0;Horta-Guinardó;7;Horta;43;429570462;4587581960;21569802;414367207
61341;Parc Unitat, 0;Horta-Guinardó;7;Horta;43;429563615;4587609496;21568950;414369681
61342;Parc Unitat, 0;Horta-Guinardó;7;Horta;43;429549979;4587598472;21567331;414368677
61258;C\ Can Travi, 35;Horta-Guinardó;7;la Vall d'Hebron;41;428982040;4587024719;21500032;414316501
694656;Pl Raimon Casellas, 7;Horta-Guinardó;7;Can Baró;34;429743968;4585285982;21593236;414160570
225686;C\ Juan de Mena, 2;Horta-Guinardó;7;la Vall d'Hebron;41;428838359;4586939869;21482937;414308732
225685;C\ Juan de Mena, 2;Horta-Guinardó;7;la Vall d'Hebron;41;428837445;4587001246;21482755;414314259
785307;C\ Còrsega, 195;Eixample;2;l'Antiga Esquerra de l'Eixample;8;428992027;4582471494;21506570;413906419
777670;C\ Còrsega, 195;Eixample;2;l'Antiga Esquerra de l'Eixample;8;428966478;4582486062;21503498;413907708
48828;Jard Rubió i Tudurí, 0;Les Corts;4;Pedralbes;21;425963940;4582630398;21144220;413918000
48829;Jard Rubió i Tudurí, 0;Les Corts;4;Pedralbes;21;425996416;4582649908;21148081;413919787
48745;Pl Mirall de Pedralbes, 1;Les Corts;4;Pedralbes;21;426876481;4582462322;21253564;413903697
48742;Pl Mirall de Pedralbes, 1;Les Corts;4;Pedralbes;21;426845097;4582507977;21249755;413907781
48743;Pl Mirall de Pedralbes, 1;Les Corts;4;Pedralbes;21;426862177;4582509974;21251796;413907976
48744;Pl Mirall de Pedralbes, 1;Les Corts;4;Pedralbes;21;426866917;4582493200;21252383;413906470
774056;Ctra Antiga de Mataró, 1;Sant Martí;10;el Parc i la Llacuna del Poblenou;66;432196891;4582660796;21889662;413926234
162729;Ctra Antiga de Mataró, 1;Sant Martí;10;el Parc i la Llacuna del Poblenou;66;432164533;4582645549;21885809;413924834
975323;Jard Sant Joan de Déu, 0;Les Corts;4;les Corts;19;427705230;4582314819;21352857;413891161
