year;district_code;district_name;neighborhood_code;neighborhood_code2;Sex;academic_level;number
2022;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Men;University studies;6113
2022;6;Gràcia;28;Vallcarca i els Penitents;Men;University studies;2716
2022;6;Gràcia;29;el Coll;Men;University studies;960
2022;6;Gràcia;30;la Salut;Men;University studies;2203
2022;6;Gràcia;31;la Vila de Gràcia;Men;University studies;9256
2022;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Men;University studies;5991
2022;7;Horta-Guinardó;33;el Baix Guinardó;Men;University studies;3520
2022;7;Horta-Guinardó;34;Can Baró;Men;University studies;1046
2022;7;Horta-Guinardó;35;el Guinardó;Men;University studies;4674
2022;7;Horta-Guinardó;36;la Font d'en Fargues;Men;University studies;1322
2022;7;Horta-Guinardó;37;el Carmel;Men;University studies;1770
2022;7;Horta-Guinardó;38;la Teixonera;Men;University studies;855
2022;7;Horta-Guinardó;39;Sant Genís dels Agudells;Men;University studies;568
2022;7;Horta-Guinardó;40;Montbau;Men;University studies;515
2022;7;Horta-Guinardó;41;la Vall d'Hebron;Men;University studies;700
2022;7;Horta-Guinardó;42;la Clota;Men;University studies;71
2022;7;Horta-Guinardó;43;Horta;Men;University studies;2459
2022;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Men;University studies;2356
2022;8;Nou Barris;45;Porta;Men;University studies;1829
2022;8;Nou Barris;46;el Turó de la Peira;Men;University studies;967
2022;8;Nou Barris;47;Can Peguera;Men;University studies;79
2022;8;Nou Barris;48;la Guineueta;Men;University studies;1071
2022;8;Nou Barris;49;Canyelles;Men;University studies;306
2022;8;Nou Barris;50;les Roquetes;Men;University studies;586
2022;8;Nou Barris;51;Verdun;Men;University studies;578
2022;8;Nou Barris;52;la Prosperitat;Men;University studies;1237
2022;8;Nou Barris;53;la Trinitat Nova;Men;University studies;236
2022;8;Nou Barris;54;Torre Baró;Men;University studies;104
2022;8;Nou Barris;55;Ciutat Meridiana;Men;University studies;269
2022;8;Nou Barris;56;Vallbona;Men;University studies;44
2022;9;Sant Andreu;57;la Trinitat Vella;Men;University studies;358
2022;9;Sant Andreu;58;Baró de Viver;Men;University studies;70
2022;9;Sant Andreu;59;el Bon Pastor;Men;University studies;691
2022;9;Sant Andreu;60;Sant Andreu;Men;University studies;5795
2022;9;Sant Andreu;61;la Sagrera;Men;University studies;2982
2022;9;Sant Andreu;62;el Congrés i els Indians;Men;University studies;1532
2022;9;Sant Andreu;63;Navas;Men;University studies;2539
2022;10;Sant Martí;64;el Camp de l'Arpa del Clot;Men;University studies;5126
2022;10;Sant Martí;65;el Clot;Men;University studies;3199
2022;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Men;University studies;2574
2022;10;Sant Martí;67;la Vila Olímpica del Poblenou;Men;University studies;2158
2022;10;Sant Martí;68;el Poblenou;Men;University studies;5166
2022;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Men;University studies;2152
2022;10;Sant Martí;70;el Besòs i el Maresme;Men;University studies;1329
2022;10;Sant Martí;71;Provençals del Poblenou;Men;University studies;2273
2022;10;Sant Martí;72;Sant Martí de Provençals;Men;University studies;2099
2022;10;Sant Martí;73;la Verneda i la Pau;Men;University studies;1691
2022;1;Ciutat Vella;1;el Raval;Men;No record;320
2022;1;Ciutat Vella;2;el Barri Gòtic;Men;No record;68
2022;1;Ciutat Vella;3;la Barceloneta;Men;No record;64
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Men;No record;104
2022;2;Eixample;5;el Fort Pienc;Men;No record;170
2022;2;Eixample;6;la Sagrada Família;Men;No record;217
2022;2;Eixample;7;la Dreta de l'Eixample;Men;No record;227
2022;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Men;No record;214
2022;2;Eixample;9;la Nova Esquerra de l'Eixample;Men;No record;299
2022;2;Eixample;10;Sant Antoni;Men;No record;181
2022;3;Sants-Montjuïc;11;el Poble Sec;Men;No record;215
2022;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Men;No record;16
2022;3;Sants-Montjuïc;13;la Marina de Port;Men;No record;245
2022;3;Sants-Montjuïc;14;la Font de la Guatlla;Men;No record;65
2022;3;Sants-Montjuïc;15;Hostafrancs;Men;No record;81
2022;3;Sants-Montjuïc;16;la Bordeta;Men;No record;107
2022;3;Sants-Montjuïc;17;Sants - Badal;Men;No record;143
2022;3;Sants-Montjuïc;18;Sants;Men;No record;213
2022;4;Les Corts;19;les Corts;Men;No record;251
2022;4;Les Corts;20;la Maternitat i Sant Ramon;Men;No record;120
2022;4;Les Corts;21;Pedralbes;Men;No record;107
2022;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Men;No record;46
2022;5;Sarrià-Sant Gervasi;23;Sarrià;Men;No record;238
2022;5;Sarrià-Sant Gervasi;24;les Tres Torres;Men;No record;170
2022;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Men;No record;202
2022;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Men;No record;404
2022;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Men;No record;192
2022;6;Gràcia;28;Vallcarca i els Penitents;Men;No record;114
2022;6;Gràcia;29;el Coll;Men;No record;40
2022;6;Gràcia;30;la Salut;Men;No record;88
2022;6;Gràcia;31;la Vila de Gràcia;Men;No record;263
2022;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Men;No record;158
2022;7;Horta-Guinardó;33;el Baix Guinardó;Men;No record;132
2022;7;Horta-Guinardó;34;Can Baró;Men;No record;57
2022;7;Horta-Guinardó;35;el Guinardó;Men;No record;210
2022;7;Horta-Guinardó;36;la Font d'en Fargues;Men;No record;66
2022;7;Horta-Guinardó;37;el Carmel;Men;No record;257
2022;7;Horta-Guinardó;38;la Teixonera;Men;No record;88
2022;7;Horta-Guinardó;39;Sant Genís dels Agudells;Men;No record;71
2022;7;Horta-Guinardó;40;Montbau;Men;No record;32
2022;7;Horta-Guinardó;41;la Vall d'Hebron;Men;No record;32
2022;7;Horta-Guinardó;42;la Clota;Men;No record;3
2022;7;Horta-Guinardó;43;Horta;Men;No record;182
2022;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Men;No record;167
2022;8;Nou Barris;45;Porta;Men;No record;151
2022;8;Nou Barris;46;el Turó de la Peira;Men;No record;100
2022;8;Nou Barris;47;Can Peguera;Men;No record;24
2022;8;Nou Barris;48;la Guineueta;Men;No record;111
2022;8;Nou Barris;49;Canyelles;Men;No record;51
2022;8;Nou Barris;50;les Roquetes;Men;No record;170
2022;8;Nou Barris;51;Verdun;Men;No record;106
2022;8;Nou Barris;52;la Prosperitat;Men;No record;171
2022;8;Nou Barris;53;la Trinitat Nova;Men;No record;76
2022;8;Nou Barris;54;Torre Baró;Men;No record;50
2022;8;Nou Barris;55;Ciutat Meridiana;Men;No record;98
2022;8;Nou Barris;56;Vallbona;Men;No record;14
2022;9;Sant Andreu;57;la Trinitat Vella;Men;No record;102
2022;9;Sant Andreu;58;Baró de Viver;Men;No record;25
2022;9;Sant Andreu;59;el Bon Pastor;Men;No record;141
2022;9;Sant Andreu;60;Sant Andreu;Men;No record;372
2022;9;Sant Andreu;61;la Sagrera;Men;No record;153
2022;9;Sant Andreu;62;el Congrés i els Indians;Men;No record;81
2022;9;Sant Andreu;63;Navas;Men;No record;131
2022;10;Sant Martí;64;el Camp de l'Arpa del Clot;Men;No record;162
2022;10;Sant Martí;65;el Clot;Men;No record;146
2022;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Men;No record;96
2022;10;Sant Martí;67;la Vila Olímpica del Poblenou;Men;No record;93
2022;10;Sant Martí;68;el Poblenou;Men;No record;275
2022;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Men;No record;101
2022;10;Sant Martí;70;el Besòs i el Maresme;Men;No record;205
2022;10;Sant Martí;71;Provençals del Poblenou;Men;No record;123
2022;10;Sant Martí;72;Sant Martí de Provençals;Men;No record;190
2022;10;Sant Martí;73;la Verneda i la Pau;Men;No record;205
2022;1;Ciutat Vella;1;el Raval;Men;No studies;142
2022;1;Ciutat Vella;2;el Barri Gòtic;Men;No studies;79
2022;1;Ciutat Vella;3;la Barceloneta;Men;No studies;69
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Men;No studies;49
2022;2;Eixample;5;el Fort Pienc;Men;No studies;76
2022;2;Eixample;6;la Sagrada Família;Men;No studies;118
2022;2;Eixample;7;la Dreta de l'Eixample;Men;No studies;27
2022;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Men;No studies;59
2022;2;Eixample;9;la Nova Esquerra de l'Eixample;Men;No studies;99
2022;2;Eixample;10;Sant Antoni;Men;No studies;93
2022;3;Sants-Montjuïc;11;el Poble Sec;Men;No studies;120
2022;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Men;No studies;8
2022;3;Sants-Montjuïc;13;la Marina de Port;Men;No studies;176
2022;3;Sants-Montjuïc;14;la Font de la Guatlla;Men;No studies;46
2022;3;Sants-Montjuïc;15;Hostafrancs;Men;No studies;68
2022;3;Sants-Montjuïc;16;la Bordeta;Men;No studies;77
2022;3;Sants-Montjuïc;17;Sants - Badal;Men;No studies;118
2022;3;Sants-Montjuïc;18;Sants;Men;No studies;136
2022;4;Les Corts;19;les Corts;Men;No studies;85
2022;4;Les Corts;20;la Maternitat i Sant Ramon;Men;No studies;80
2022;4;Les Corts;21;Pedralbes;Men;No studies;3
2022;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Men;No studies;7
2022;5;Sarrià-Sant Gervasi;23;Sarrià;Men;No studies;22
2022;5;Sarrià-Sant Gervasi;24;les Tres Torres;Men;No studies;3
2022;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Men;No studies;14
2022;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Men;No studies;18
2022;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Men;No studies;23
2022;6;Gràcia;28;Vallcarca i els Penitents;Men;No studies;44
2022;6;Gràcia;29;el Coll;Men;No studies;26
2022;6;Gràcia;30;la Salut;Men;No studies;27
2022;6;Gràcia;31;la Vila de Gràcia;Men;No studies;89
2022;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Men;No studies;71
2022;7;Horta-Guinardó;33;el Baix Guinardó;Men;No studies;102
2022;7;Horta-Guinardó;34;Can Baró;Men;No studies;35
2022;7;Horta-Guinardó;35;el Guinardó;Men;No studies;112
2022;7;Horta-Guinardó;36;la Font d'en Fargues;Men;No studies;29
2022;7;Horta-Guinardó;37;el Carmel;Men;No studies;279
2022;7;Horta-Guinardó;38;la Teixonera;Men;No studies;91
2022;7;Horta-Guinardó;39;Sant Genís dels Agudells;Men;No studies;59
2022;7;Horta-Guinardó;40;Montbau;Men;No studies;41
2022;7;Horta-Guinardó;41;la Vall d'Hebron;Men;No studies;29
2022;7;Horta-Guinardó;42;la Clota;Men;No studies;3
2022;7;Horta-Guinardó;43;Horta;Men;No studies;181
2022;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Men;No studies;136
2022;8;Nou Barris;45;Porta;Men;No studies;213
2022;8;Nou Barris;46;el Turó de la Peira;Men;No studies;110
2022;8;Nou Barris;47;Can Peguera;Men;No studies;11
2022;8;Nou Barris;48;la Guineueta;Men;No studies;117
2022;8;Nou Barris;49;Canyelles;Men;No studies;58
2022;8;Nou Barris;50;les Roquetes;Men;No studies;118
2022;8;Nou Barris;51;Verdun;Men;No studies;106
2022;8;Nou Barris;52;la Prosperitat;Men;No studies;273
2022;8;Nou Barris;53;la Trinitat Nova;Men;No studies;28
2022;8;Nou Barris;54;Torre Baró;Men;No studies;22
2022;8;Nou Barris;55;Ciutat Meridiana;Men;No studies;72
2022;8;Nou Barris;56;Vallbona;Men;No studies;11
2022;9;Sant Andreu;57;la Trinitat Vella;Men;No studies;69
2022;9;Sant Andreu;58;Baró de Viver;Men;No studies;16
2022;9;Sant Andreu;59;el Bon Pastor;Men;No studies;63
2022;9;Sant Andreu;60;Sant Andreu;Men;No studies;209
2022;9;Sant Andreu;61;la Sagrera;Men;No studies;119
2022;9;Sant Andreu;62;el Congrés i els Indians;Men;No studies;52
2022;9;Sant Andreu;63;Navas;Men;No studies;71
2022;10;Sant Martí;64;el Camp de l'Arpa del Clot;Men;No studies;113
2022;10;Sant Martí;65;el Clot;Men;No studies;72
2022;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Men;No studies;43
2022;10;Sant Martí;67;la Vila Olímpica del Poblenou;Men;No studies;8
2022;10;Sant Martí;68;el Poblenou;Men;No studies;95
2022;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Men;No studies;52
2022;10;Sant Martí;70;el Besòs i el Maresme;Men;No studies;217
2022;10;Sant Martí;71;Provençals del Poblenou;Men;No studies;80
2022;10;Sant Martí;72;Sant Martí de Provençals;Men;No studies;139
2022;10;Sant Martí;73;la Verneda i la Pau;Men;No studies;236
