layer_code;generic_layer;layer_name;ED50_X_coordinate;ED50_Y_coordinate;ETRS89_X_coordinate;ETRS89_Y_coordinate;longitude;latitude;equipment;district_code;neighbourhood_code;district_name;neighbourhood_name
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.257.095;4.584.930.595;431.165.157;4.584.729.635;2.176.391;41.411.169;Sant Pau | Dos de Maig (Dos de Maig)-;2;6;Eixample;la Sagrada Família
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.924.095;4.585.423.006;432.832.141;4.585.222.041;219.628;41.415.745;Bac de Roda (Fluvià)-;10;72;Sant Martí;Sant Martí de Provençals
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427088.09;4.582.378.431;426.996.189;4.582.177.496;2.126.822;41.387.815;Maria Cristina (Gran Via Carles III)-;4;20;Les Corts;la Maternitat i Sant Ramon
K011;Transports i serveis relacionats;Tramvia;422.310.862;4.580.275.797;422.219.005;4.580.074.883;2.069.961;4.136.843;TRAMVIA (T2) - CENTRE MIQUEL MARTÍ I POL-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;424.112.882;4.580.053.387;424.021.008;4.579.852.475;2.091.533;41.366.599;METRO (L5) - Can Boixeres-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.084.099;4582544.57;430.992.161;4.582.343.633;2.174.593;41.389.664;METRO (L1) - Urquinaona-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;436.436.992;4.588.520.913;436.345.007;4.588.319.919;2.237.984;41.443.933;METRO (L2) - Pep Ventura-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.635.219;4580731.48;427.543.313;4580530.56;2.133.563;41.373.031;METRO (L1) - Mercat Nou-;3;18;Sants-Montjuïc;Sants
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434628.2;4.584.970.281;434536.23;4584769.32;2.216.718;41.411.808;METRO (L4) - El Maresme | Fòrum-;10;70;Sant Martí;el Besòs i el Maresme
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.153.825;4.584.417.775;430.061.897;4.584.216.821;2.163.251;41.406.455;METRO (L4) - Joanic-;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);428.147.789;4.584.391.712;428.055.879;4.584.190.758;2.139.256;41.406.043;FGC - EL PUTXET-;5;27;Sarrià-Sant Gervasi;el Putxet i el Farró
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.131.346;4.584.835.402;432.039.399;4.584.634.443;2.186.861;41.410.386;METRO (L2) - Clot-;10;64;Sant Martí;el Camp de l'Arpa del Clot
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;424.799.433;4.579.770.761;424.707.553;4.579.569.851;2.099.776;41.364.118;METRO (L1) - Rambla Just Oliveras-;;;;
