layer_code;generic_layer;layer_name;ED50_X_coordinate;ED50_Y_coordinate;ETRS89_X_coordinate;ETRS89_Y_coordinate;longitude;latitude;equipment;district_code;neighbourhood_code;district_name;neighbourhood_name
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427228.36;4581025.9;427.136.458;4.580.824.978;2.128.663;41.375.646;Badal (Carrer de Sants)-;3;17;Sants-Montjuïc;Sants - Badal
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.766.516;4.581.024.064;427.674.609;4.580.823.142;2.135.098;41.375.678;Plaça de Sants (Plaça de Sants)-;3;18;Sants-Montjuïc;Sants
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.337.922;4.586.410.065;431.245.983;4.586.209.092;217.719;41.424.501;Maragall (Ramon Albó)-;9;62;Sant Andreu;el Congrés i els Indians
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429920.1;4.583.191.277;429.828.173;4.582.990.334;2.160.597;41.395.388;Diagonal (Pg. de Gràcia (escala mecànica))-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425.721.028;4.578.354.506;425.629.139;4.578.153.609;2.110.967;41.351.449;Bellvitge (Rambla de la Marina / Trav. Industrial)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;424.821.281;4.579.707.691;424729.4;4.579.506.782;2.100.045;41.363.552;Rambla Just Oliveras (Rambla Just Oliveras)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425.126.333;4.580.208.386;425034.45;4.580.007.472;210.363;4.136.809;Can Serra (Parc de les Planes)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425672.51;4580215.64;425.580.622;4.580.014.726;2.110.159;41.368.206;Florida (Blocs Florida)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.518.373;4.583.745.328;431.426.432;4.583.544.379;2.179.651;41.400.516;Monumental (Marina / Plaça de Toros)-;2;5;Eixample;el Fort Pienc
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431734.74;4.584.473.517;431.642.797;4.584.272.562;2.182.157;41.407.093;Encants (València / Mallorca)-;10;64;Sant Martí;el Camp de l'Arpa del Clot
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.628.025;4.581.331.176;428536.11;4.581.130.251;2.145.362;41.378.521;METRO (L3) - Tarragona-;2;9;Eixample;la Nova Esquerra de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;426.142.916;4.580.215.824;426.051.023;4580014.91;2.115.783;41.368.251;METRO (L9SL10S) - Torrassa-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.773.559;4.583.089.996;429.681.634;4.582.889.054;2.158.856;41.394.463;METRO (L5) - Diagonal-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.468.825;4.583.584.799;430.376.893;4.583.383.852;2.167.115;4.139.898;METRO (L5) - Verdaguer-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.690.127;4.585.361.613;431.598.185;4.585.160.649;2.181.523;41.415.088;METRO (L5) - Camp de l'Arpa-;10;64;Sant Martí;el Camp de l'Arpa del Clot
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.907.119;4.587.003.373;429.815.194;4.586.802.395;Feb 16;41.429.721;METRO (L5) - Horta-;7;43;Horta-Guinardó;Horta
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428429.89;4.586.496.009;428.337.978;4.586.295.036;2.142.382;41.425.021;METRO (L5) - Vall d'Hebron-;7;40;Horta-Guinardó;Montbau
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.558.075;4.577.388.458;428.466.159;4.577.187.569;2.144.991;41.343.005;METRO (L10S) - Zona Franca-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.004.096;4.582.382.497;426.912.196;4.582.181.562;2.125.817;41.387.844;METRO (L3) - Maria Cristina-;4;20;Les Corts;la Maternitat i Sant Ramon
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.943.409;4.589.183.064;431.851.465;4.588.982.065;2.184.122;41.449.528;METRO (L3) - Trinitat Nova-;8;53;Nou Barris;la Trinitat Nova
K003;Transports i serveis relacionats;RENFE;430578.78;4.592.725.907;430486.85;4.592.524.876;2.167.379;41.481.319;RENFE - MONTCADA I REIXAC-STA. MARIA-;;;;
K003;Transports i serveis relacionats;RENFE;431.703.264;4.582.951.797;431.611.321;4.582.750.856;2.181.952;41.393.385;RENFE - ARC DE TRIOMF-;2;5;Eixample;el Fort Pienc
K003;Transports i serveis relacionats;RENFE;430592.78;4.582.255.558;430.500.847;4.582.054.623;216.875;41.387.019;RENFE - CATALUNYA-;2;7;Eixample;la Dreta de l'Eixample
K004;Transports i serveis relacionats;Tren a l'aeroport;430.305.812;4.582.796.969;430.213.882;4.582.596.029;2.165.256;4.139.187;Tren AEROPORT - PASSEIG DE GRÀCIA-;2;7;Eixample;la Dreta de l'Eixample
K003;Transports i serveis relacionats;RENFE;418.270.282;4.584.937.756;418.178.463;4584736.8;2.021.024;41.410.017;RENFE - MOLINS DE REI-;;;;
K003;Transports i serveis relacionats;RENFE;437.366.835;4588726.32;437.274.841;4.588.525.323;2.249.093;41.445.856;RENFE - BADALONA-;;;;
K003;Transports i serveis relacionats;RENFE;432.218.282;4.584.773.015;432.126.335;4.584.572.057;2.187.908;41.409.832;RENFE - CLOT-;10;65;Sant Martí;el Clot
K003;Transports i serveis relacionats;RENFE;432343.18;4.584.819.321;432.251.231;4.584.618.362;2.189.397;41.410.259;RENFE - CLOT-;10;65;Sant Martí;el Clot
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433980.26;4.589.355.347;433.888.298;4.589.154.346;2.208.486;4.145.125;Santa Coloma (Plaça de la Vila)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434.821.904;4.589.378.456;434.729.934;4.589.177.454;2.218.559;41.451.527;Fondo (Mossèn Cinto Verdaguer)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.127.897;4.581.556.701;430.035.968;4.581.355.773;2.163.271;41.380.684;Sant Antoni (Villarroel)-;2;10;Eixample;Sant Antoni
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;423.940.233;4.576.135.389;423848.36;4.575.934.513;208.996;41.331.296;El Prat Estació (Doctor Soler i Torrens)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431670.53;4.590.273.287;431.578.589;4.590.072.278;2.180.732;41.459.324;Torre Baró | Vallbona (Avinguda Escolapi Càncer)-;8;54;Nou Barris;Torre Baró
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425.355.668;4.577.574.058;425.263.782;4.577.373.168;2.106.696;41.344.386;Hospital de Bellvitge (Residència sanitària)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.709.857;4.581.712.191;429.617.932;4.581.511.262;2.158.254;41.382.048;Urgell (Comte d'Urgell)-;2;9;Eixample;la Nova Esquerra de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.506.728;4.588.390.248;432.414.779;4.588.189.256;2.190.955;41.442.435;Torras i Bages (Palomar / costat mar)-;9;60;Sant Andreu;Sant Andreu
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.855.904;4.587.184.142;431.763.961;4.586.983.161;2.183.301;41.431.517;Fabra i Puig (Sòcrates)-;9;60;Sant Andreu;Sant Andreu
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.860.637;4.587.110.041;431.768.694;4.586.909.061;2.183.366;4.143.085;Fabra i Puig (Renfe)-;9;60;Sant Andreu;Sant Andreu
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433.928.063;4.589.347.498;433.836.101;4.589.146.497;2.207.862;41.451.175;Santa Coloma (Llorenç Serra)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.126.447;4581371.63;430.034.518;4.581.170.704;2.163.275;41.379.017;Sant Antoni (Sant Antoni Abat)-;1;1;Ciutat Vella;el Raval
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.919.812;4.587.597.034;428.827.896;4587396.05;2.148.115;41.434.981;Mundet (Can Marcet)-;7;41;Horta-Guinardó;la Vall d'Hebron
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.851.428;4.581.789.537;429.759.502;4.581.588.607;2.159.938;41.382.757;Urgell (Villarroel / Sepúlveda)-;2;10;Eixample;Sant Antoni
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.986.153;4.582.514.637;430.894.216;4582313.7;2.173.425;41.389.386;Urquinaona (Plaça Urquinaona)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.021.822;4.582.484.652;430.929.885;4.582.283.715;2.173.855;41.389.119;Urquinaona (Trafalgar)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.874.732;4.587.071.714;431.782.788;4.586.870.734;2.183.539;41.430.506;Fabra i Puig (Passeig Fabra i Puig)-;9;60;Sant Andreu;Sant Andreu
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);427.434.114;4.583.481.448;427342.21;4.583.280.503;2.130.828;41.397.781;FGC - LES TRES TORRES-;5;24;Sarrià-Sant Gervasi;les Tres Torres
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.331.613;4.578.798.425;428239.7;4.578.597.523;2.142.118;41.355.684;Foc (Fira Gran Via (Pavellons 6·7·8))-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;426.834.932;4.579.474.341;426.743.033;4.579.273.433;2.124.146;41.361.637;Provençana (Aprestadora / Rosell)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.547.001;4577377.02;428.455.085;4.577.176.131;214.486;41.342.901;Zona Franca (Carrer A / Carrer 2)-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K011;Transports i serveis relacionats;Tramvia;432688.06;4584567.87;432.596.108;4.584.366.913;2.193.551;41.408.024;TRAMVIA (T5, T6) - CAN JAUMANDREU-;10;71;Sant Martí;Provençals del Poblenou
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);428.791.257;4583866.67;428.699.341;4.583.665.721;2.147.016;41.401.372;FGC - SANT GERVASI-;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.573.507;4.586.545.398;429.481.585;4.586.344.424;2.156.061;41.425.567;El Carmel (Plaça Pastrana)-;7;37;Horta-Guinardó;el Carmel
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434.231.945;4.589.648.831;434.139.981;4.589.447.827;2.211.467;41.453.914;Església Major (Mossèn Camil Rossell)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434.710.081;4.588.225.548;434.618.112;4.588.024.557;2.217.345;41.441.134;Llefià (Ronda Sant Antoni)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;436.162.393;4.588.095.877;436070.41;4.587.894.887;2.234.742;41.440.083;Gorg (Antoni Bori)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;435.209.754;4.588.344.624;435117.78;4.588.143.632;2.223.313;41.442.247;La Salut (Austràlia)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.504.348;4.582.564.658;430.412.416;4.582.363.721;2.167.657;41.389.795;Passeig de Gràcia (Passeig de Gràcia / Gran Via)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.608.095;4.583.688.384;430.516.162;4.583.487.436;2.168.769;41.399.925;Verdaguer (Passeig Sant Joan)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;426.356.966;4.582.142.233;426.265.072;4.581.941.301;2.118.107;41.385.621;Palau Reial (Facultat de Ciències)-;4;20;Les Corts;la Maternitat i Sant Ramon
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.990.612;4.581.578.292;430.898.675;4.581.377.364;2.173.585;41.380.953;Liceu (La Rambla / Teatre Liceu)-;1;2;Ciutat Vella;el Barri Gòtic
K011;Transports i serveis relacionats;Tramvia;434.370.625;4.585.575.454;434.278.658;4.585.374.488;2.213.571;41.417.238;TRAMVIA (T5, T6) - ALFONS EL MAGNÀNIM-;10;70;Sant Martí;el Besòs i el Maresme
K011;Transports i serveis relacionats;Tramvia;434706.5;4585810.25;434614.53;4.585.609.281;2.217.564;4.141.938;TRAMVIA (T5, T6) - PARC DEL BESÓS-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.063.612;4.585.467.707;430.971.675;4.585.266.743;2.174.015;4.141.599;METRO (L4) - Guinardó | Hospital de Sant Pau-;7;35;Horta-Guinardó;el Guinardó
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434.077.559;4.586.998.656;433.985.595;4.586.797.676;2.209.909;41.430.032;METRO (L2) - Verneda-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;424782.29;4.580.569.135;424690.41;4.580.368.218;2.099.472;41.371.307;METRO (L5) - Can Vidalet-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.219.188;4.580.270.769;427.127.285;4.580.069.854;2.128.644;41.368.844;METRO (L1) - Santa Eulàlia-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.424.051;4.585.075.794;430332.12;4.584.874.833;2.166.408;41.412.405;METRO (L4) - Alfons X-;7;33;Horta-Guinardó;el Baix Guinardó
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.166.269;4.590.445.954;431.074.333;4.590.244.943;2.174.675;41.460.836;METRO (L11) - Ciutat Meridiana-;8;55;Nou Barris;Ciutat Meridiana
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425.034.208;4.579.153.554;424.942.325;4578952.65;2.102.659;41.358.582;METRO (L1) - Av. Carrilet-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430551.5;4.583.740.889;430.459.568;4.583.539.941;2.168.086;41.400.393;METRO (L4) - Verdaguer-;2;7;Eixample;la Dreta de l'Eixample
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);427.978.275;4.584.857.903;427.886.367;4.584.656.945;2.137.173;41.410.227;FGC - AVINGUDA DEL TIBIDABO-;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);428.425.993;4584117.19;428334.08;4.583.916.239;2.142.617;41.403.596;FGC - PADUA-;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.220.293;4.582.128.606;430.128.363;4.581.927.673;216.431;41.385.843;METRO (L1) - Universitat-;2;10;Eixample;Sant Antoni
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);427.824.633;4.583.461.639;427.732.726;4.583.260.694;2.135.502;41.397.638;FGC - BONANOVA-;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.743.478;4.589.091.575;431.651.536;4.588.890.577;2.181.739;41.448.687;Trinitat Nova (Aiguablava)-;8;53;Nou Barris;la Trinitat Nova
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.064.494;4.582.434.961;426.972.593;4.582.234.026;2.126.533;41.388.322;Maria Cristina (Capità Arenas)-;4;21;Les Corts;Pedralbes
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.355.608;4.588.331.614;430.263.679;4.588.130.623;2.165.214;41.441.723;Canyelles (García Lorca)-;8;49;Nou Barris;Canyelles
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425.494.612;4.580.867.438;425.402.726;4.580.666.518;2.107.952;4.137.406;Pubilla Cases (Doctor Ramon Solanich)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.777.535;4.583.068.973;429685.61;4.582.868.031;2.158.906;41.394.274;Diagonal (Rosselló / FGC)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.521.513;4.587.094.924;430.429.582;4.586.893.945;2.167.342;41.430.599;Vilapicina (Canfranc)-;8;46;Nou Barris;el Turó de la Peira
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.989.117;4.587.048.988;429.897.191;4.586.848.009;2.160.976;41.430.139;Horta (Plaça Eivissa)-;7;43;Horta-Guinardó;Horta
K008;Transports i serveis relacionats;Estació marítima;431504.08;4.579.272.101;431.412.138;4.579.071.194;2.179.986;41.360.226;Terminal Marítima C *Creuers-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.119.412;4.582.449.407;429.027.493;4.582.248.471;2.151.107;41.388.636;METRO (L5) - Hospital Clínic-;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.494.116;4.586.425.261;429.402.194;4.586.224.288;2.155.125;41.424.478;METRO (L5) - El Carmel-;7;37;Horta-Guinardó;el Carmel
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;422.538.942;4.573.924.954;422.447.081;4.573.724.099;2.073.499;41.311.254;METRO (L9S) - Mas Blau-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425.037.338;4.575.885.475;424.945.454;4.575.684.601;21.031;41.329.148;METRO (L9S) - Les Moreres-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433.159.602;4.589.967.339;433.067.648;4.589.766.332;2.198.594;41.456.694;METRO (L9N) - Can Zam-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.227.517;4.584.887.797;431.135.579;4.584.686.838;2.176.042;41.410.781;METRO (L5) - Sant Pau | Dos de Maig-;2;6;Eixample;la Sagrada Família
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.121.592;4.586.049.924;432.029.646;4.585.848.954;2.186.608;41.421.324;METRO (L5) - La Sagrera-;9;61;Sant Andreu;la Sagrera
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434.294.255;4.589.749.411;434202.29;4.589.548.406;2.212.202;41.454.825;METRO (L9N) - Església Major-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;435.331.395;4.588.409.928;435239.42;4.588.208.935;2.224.762;41.442.845;METRO (L10N) - La Salut-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.308.161;4.578.854.838;428.216.248;4.578.653.936;2.141.831;4.135.619;METRO (L10S) - Foc-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.268.192;4.581.679.478;428176.28;4.581.478.549;2.141.018;41.381.626;METRO (L3) - Sants Estació-;3;18;Sants-Montjuïc;Sants
K003;Transports i serveis relacionats;RENFE;430.640.301;4.582.313.623;430.548.367;4.582.112.688;2.169.312;41.387.546;RENFE - CATALUNYA-;2;7;Eixample;la Dreta de l'Eixample
K003;Transports i serveis relacionats;RENFE;432276.02;4.584.790.649;432.184.072;4584589.69;2.188.597;41.409.995;RENFE - CLOT-;10;65;Sant Martí;el Clot
K003;Transports i serveis relacionats;RENFE;431.986.075;4.581.932.911;431.894.129;4.581.731.979;2.185.449;41.384.232;RENFE - DE FRANÇA-;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera
K003;Transports i serveis relacionats;RENFE;431.838.563;4587111.63;431746.62;4586910.65;2.183.101;41.430.862;RENFE - SANT ANDREU ARENAL-;9;60;Sant Andreu;Sant Andreu
K011;Transports i serveis relacionats;Tramvia;433.503.312;4.584.495.592;433.411.353;4.584.294.636;2.203.312;4.140.744;TRAMVIA (T4) - FLUVIÀ-;10;71;Sant Martí;Provençals del Poblenou
K003;Transports i serveis relacionats;RENFE;430.305.812;4.582.796.969;430.213.882;4.582.596.029;2.165.256;4.139.187;RENFE - PASSEIG DE GRÀCIA-;2;7;Eixample;la Dreta de l'Eixample
K011;Transports i serveis relacionats;Tramvia;423.792.408;4.581.155.468;423.700.537;4.580.954.546;2.087.563;41.376.495;TRAMVIA (T1,T2,T3) - PONT D'ESPLUGUES-;;;;
K011;Transports i serveis relacionats;Tramvia;421974.72;4.578.976.831;421.882.866;4.578.775.929;2.066.109;41.356.699;TRAMVIA (T1,T2) - LES AIGÜES-;;;;
K011;Transports i serveis relacionats;Tramvia;420923.21;4581503.09;420.831.366;4.581.302.165;205.321;41.379.349;Tramvia (T3) - SANT FELIU/CONSELL COMARCAL-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.502.029;4.582.471.084;430.410.097;4.582.270.147;216.764;41.388.952;Passeig de Gràcia (Rbla. Catalunya)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;426.973.491;4.578.929.565;426881.59;4.578.728.662;2.125.868;41.356.743;Europa | Fira (Fira Gran Via)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;423.709.319;4.574.541.206;423.617.447;4.574.340.345;2.087.401;41.316.916;Parc Nou (Riu Llobregat / Riu Xúquer)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;436.427.075;4.588.571.184;436335.09;4.588.370.189;223.786;41.444.385;Pep Ventura (Avinguda Alfons XIII)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.035.292;4.589.377.722;431.943.348;4.589.176.721;21.852;41.451.289;Casa de l'Aigua (Aiguablava)-;8;53;Nou Barris;la Trinitat Nova
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.166.873;4.586.101.683;432.074.927;4.585.900.712;2.187.144;41.421.794;La Sagrera (Meridiana | Hondures)-;9;61;Sant Andreu;la Sagrera
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432509.03;4587840.3;432.417.081;4.587.639.313;2.191.044;41.437.482;Sant Andreu (Joan Torras)-;9;60;Sant Andreu;Sant Andreu
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.530.693;4.580.934.618;430438.76;4.580.733.696;2.168.159;41.375.117;Paral·lel (Ronda Sant Pau)-;1;1;Ciutat Vella;el Raval
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428948.31;4.587.640.166;428.856.394;4.587.439.182;2.148.451;41.435.372;Mundet (Salesians)-;7;41;Horta-Guinardó;la Vall d'Hebron
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.385.639;4581333.74;429.293.717;4.581.132.814;2.154.421;41.378.611;Rocafort (Rocafort / Sepúlveda)-;2;10;Eixample;Sant Antoni
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.670.913;4.582.373.202;430.578.979;4.582.172.266;2.169.671;41.388.085;Catalunya (Passeig de Gràcia)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.120.191;4.582.576.646;431.028.253;4.582.375.708;2.175.021;41.389.956;Urquinaona (Bruc)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.138.067;4.583.153.592;432046.12;4.582.952.649;218.713;41.395.239;Marina (Almogàvers)-;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.163.037;4585558.9;432071.09;4.585.357.934;2.187.159;41.416.905;Navas (Biscaia)-;9;63;Sant Andreu;Navas
K003;Transports i serveis relacionats;RENFE;428.972.719;4.593.965.938;428.880.804;4.593.764.896;2.147.997;41.492.347;RENFE - CERDANYOLA DEL VALLÈS-;;;;
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);426.908.772;4.583.660.942;426.816.873;4.583.459.995;2.124.523;4.139.935;FGC - SARRIÀ-;5;23;Sarrià-Sant Gervasi;Sarrià
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);427.363.016;4.579.441.732;427.271.112;4.579.240.824;2.130.463;41.361.391;FGC - ILDEFONS CERDÀ-;;;;
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);429.175.608;4.583.674.947;429.083.688;4583474;2.151.636;41.399.679;FGC - GRÀCIA (C. de Marià Cubí)-;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.467.531;4.579.553.139;427.375.626;4579352.23;2.131.699;41.362.404;Ciutat de la Justícia (Gran Via / Alhambra)-;;;;
K011;Transports i serveis relacionats;Tramvia;435.361.902;4586703.06;435.269.926;4.586.502.083;222.531;41.427.474;TRAMVIA (T5) - SANT JOAN BAPTISTA-;;;;
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);427013.72;4.583.570.427;426921.82;4.583.369.481;2.125.789;41.398.544;FGC - SARRIÀ-;5;24;Sarrià-Sant Gervasi;les Tres Torres
K008;Transports i serveis relacionats;Estació marítima;430.994.195;4.579.734.621;430.902.257;4579533.71;2.173.838;41.364.349;Estació Marítima Grimaldi Lines-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K009;Transports i serveis relacionats;Funicular;425.375.564;4585332.19;425283.68;4.585.131.228;2.105.977;41.414.261;Funicular Vallvidrera - FGC-;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.964.209;4.589.174.097;431.872.265;4.588.973.098;2.184.372;41.449.449;Trinitat Nova (Palamós)-;8;53;Nou Barris;la Trinitat Nova
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.549.442;4.590.275.544;431.457.502;4.590.074.535;2.179.282;41.459.334;Torre Baró | Vallbona (Sant Feliu de Codines)-;8;54;Nou Barris;Torre Baró
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.701.924;4.582.908.659;431.609.981;4.582.707.718;2.181.941;41.392.996;Arc de Triomf (Nàpols)-;2;5;Eixample;el Fort Pienc
