layer_code ;generic_layer;layer_name;ED50_X_coordinate;ED50_Y_coordinate;ETRS89_X_coordinate;ETRS89_Y_coordinate;longitude;latitude;equipment;district;neighborhood;district_name;neighborhood_name
K014;Transports i serveis relacionats;Autobusos diürns;430200992;458608781;430109064;458588684;2163622;41421501;BUS -117--;7;36;Horta-Guinardó;la Font d'en Fargues
K014;Transports i serveis relacionats;Autobusos diürns;430200831;4586114348;430108903;4585913378;2163617;4142174;BUS -117--;7;36;Horta-Guinardó;la Font d'en Fargues
K014;Transports i serveis relacionats;Autobusos diürns;427568228;4586952193;427476324;4586751216;2132016;41429052;BUS -112--;7;39;Horta-Guinardó;Sant Genís dels Agudells
K014;Transports i serveis relacionats;Autobusos diürns;427567219;4586782666;427475315;458658169;2132025;41427525;BUS -112--;7;39;Horta-Guinardó;Sant Genís dels Agudells
K014;Transports i serveis relacionats;Autobusos diürns;427724356;4586744231;427632451;4586543256;213391;41427193;BUS -112--;7;39;Horta-Guinardó;Sant Genís dels Agudells
K014;Transports i serveis relacionats;Autobusos diürns;429433988;4583827701;429342066;4583626752;2154709;41401078;BUS -114--;6;31;Gràcia;la Vila de Gràcia
K014;Transports i serveis relacionats;Autobusos diürns;432340206;4586197495;432248258;4585996523;2189207;41422672;BUS -126-H8-V29--;9;61;Sant Andreu;la Sagrera
K014;Transports i serveis relacionats;Autobusos diürns;429911912;4587983882;429819987;4587782895;2159943;41438552;BUS -185--;7;43;Horta-Guinardó;Horta
K014;Transports i serveis relacionats;Autobusos diürns;430243037;4588167209;430151109;458796622;2163885;41440232;BUS -122-185--;8;48;Nou Barris;la Guineueta
K014;Transports i serveis relacionats;Autobusos diürns;429165816;4588167392;429073898;4587966403;2150992;4144014;BUS -185--;7;43;Horta-Guinardó;Horta
K014;Transports i serveis relacionats;Autobusos diürns;429301106;4579047945;429209184;4578847041;2153677;41358017;BUS -107--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;428202493;4581677848;428110582;4581476919;2140233;41381606;BUS -115--;3;18;Sants-Montjuïc;Sants
K014;Transports i serveis relacionats;Autobusos diürns;433238241;4584638973;433146284;4584438016;2200125;4140871;BUS -V27--;10;71;Sant Martí;Provençals del Poblenou
K015;Transports i serveis relacionats;Autobusos nocturns;433238241;4584638973;433146284;4584438016;2200125;4140871;NITBUS -N8--;10;71;Sant Martí;Provençals del Poblenou
K015;Transports i serveis relacionats;Autobusos nocturns;430917977;4585118416;430826042;4584917455;2172312;41412832;NITBUS -N0--;7;35;Horta-Guinardó;el Guinardó
K014;Transports i serveis relacionats;Autobusos diürns;43293603;4587761667;432844077;4587560681;2196163;4143681;BUS -11-H8-H4-M28--;9;59;Sant Andreu;el Bon Pastor
K014;Transports i serveis relacionats;Autobusos diürns;430773124;4587501376;430681191;4587300393;2170306;41434281;BUS -122--;8;46;Nou Barris;el Turó de la Peira
K014;Transports i serveis relacionats;Autobusos diürns;431475725;4590247877;431383786;4590046868;2178403;41459078;BUS -199-183--;8;54;Nou Barris;Torre Baró
K015;Transports i serveis relacionats;Autobusos nocturns;430648859;4590345815;430556928;4590144806;2168492;41459889;NITBUS -N3--;8;55;Nou Barris;Ciutat Meridiana
K014;Transports i serveis relacionats;Autobusos diürns;430685497;4590308046;430593565;4590107037;2168935;41459552;BUS -62-76-183--;8;55;Nou Barris;Ciutat Meridiana
K014;Transports i serveis relacionats;Autobusos diürns;429377475;4585086768;429285554;4584885808;2153886;41412413;BUS -116--;6;30;Gràcia;la Salut
K014;Transports i serveis relacionats;Autobusos diürns;42654756;458165214;426455664;4581451212;2120446;41381225;BUS -101--;4;20;Les Corts;la Maternitat i Sant Ramon
K014;Transports i serveis relacionats;Autobusos diürns;431283785;458089563;431191845;4580694708;2177169;4137483;BUS -D20-H14--;1;1;Ciutat Vella;el Raval
K014;Transports i serveis relacionats;Autobusos diürns;428667437;4582806305;428575522;4582605366;214566;41391811;BUS -V9--;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;42863275;45828414;428540835;4582640461;2145241;41392124;BUS -141--;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;427670627;4585323915;427578722;4585122953;2133437;41414396;BUS -196-V13-H2--;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K014;Transports i serveis relacionats;Autobusos diürns;428299983;4586502673;428208072;45863017;2140827;41425069;BUS -112--;7;39;Horta-Guinardó;Sant Genís dels Agudells
K014;Transports i serveis relacionats;Autobusos diürns;431470866;4581416689;431378925;4581215762;2179347;41379539;BUS -120--;1;2;Ciutat Vella;el Barri Gòtic
K014;Transports i serveis relacionats;Autobusos diürns;425423301;4584014032;425331416;4583813083;2106711;41402393;BUS -130--;5;23;Sarrià-Sant Gervasi;Sarrià
K015;Transports i serveis relacionats;Autobusos nocturns;432128561;4589422649;432036616;4589221648;2186312;41451701;NITBUS -N1--;8;53;Nou Barris;la Trinitat Nova
K014;Transports i serveis relacionats;Autobusos diürns;430420777;4585539428;430328846;4585338463;2166315;41416581;BUS -114--;7;35;Horta-Guinardó;el Guinardó
K014;Transports i serveis relacionats;Autobusos diürns;429130625;4580172372;429038705;4579971457;2151508;41368129;BUS -100--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;430450945;4580587259;430359013;458038634;2167246;41371981;BUS -121--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;430350766;4585820007;430258836;4585619039;2165445;41419102;BUS -119--;7;35;Horta-Guinardó;el Guinardó
K014;Transports i serveis relacionats;Autobusos diürns;426329842;4581598725;426237948;4581397798;2117849;41380724;BUS -V1--;4;20;Les Corts;la Maternitat i Sant Ramon
K014;Transports i serveis relacionats;Autobusos diürns;429650577;4585012827;429558653;4584811867;2157162;41411771;BUS -116--;6;30;Gràcia;la Salut
K014;Transports i serveis relacionats;Autobusos diürns;428098516;4579727876;428006605;4579526966;2139221;41364034;BUS -125-V5--;3;13;Sants-Montjuïc;la Marina de Port
K014;Transports i serveis relacionats;Autobusos diürns;427968547;4584848844;427876639;4584647886;2137058;41410145;BUS -V13--;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K014;Transports i serveis relacionats;Autobusos diürns;427792301;4581726559;427700394;458152563;2135322;41382008;BUS -54--;4;19;Les Corts;les Corts
K014;Transports i serveis relacionats;Autobusos diürns;432952092;4587628617;432860139;4587427632;219637;41435613;BUS -133--;9;59;Sant Andreu;el Bon Pastor
K014;Transports i serveis relacionats;Autobusos diürns;429702485;4585262471;429610561;4585061509;2157754;41414024;BUS -116--;6;30;Gràcia;la Salut
K014;Transports i serveis relacionats;Autobusos diürns;43268381;4588436847;432591859;4588235855;2193069;41442869;BUS -11-133--;9;60;Sant Andreu;Sant Andreu
K014;Transports i serveis relacionats;Autobusos diürns;428586329;4586092138;428494415;4585891168;2144302;41421397;BUS -119--;7;38;Horta-Guinardó;la Teixonera
K014;Transports i serveis relacionats;Autobusos diürns;431825854;4591088055;431733912;4590887038;21825;41466675;BUS -199--;8;56;Nou Barris;Vallbona
K014;Transports i serveis relacionats;Autobusos diürns;431652068;4589915005;431560127;4589713999;2180552;41456095;BUS -180--;8;54;Nou Barris;Torre Baró
K014;Transports i serveis relacionats;Autobusos diürns;431790712;4589940342;43169877;4589739336;2182209;41456335;BUS -180--;8;54;Nou Barris;Torre Baró
K014;Transports i serveis relacionats;Autobusos diürns;431737922;4590258385;431645981;4590057376;2181541;41459195;BUS -180--;8;54;Nou Barris;Torre Baró
K014;Transports i serveis relacionats;Autobusos diürns;431568296;4590524018;431476356;4590323007;217948;41461573;BUS -199-180--;8;55;Nou Barris;Ciutat Meridiana
K014;Transports i serveis relacionats;Autobusos diürns;431919628;4590679248;431827685;4590478235;2183669;41463001;BUS -76-97--;8;56;Nou Barris;Vallbona
K014;Transports i serveis relacionats;Autobusos diürns;430073294;458831674;429981367;4588115749;2161836;41441564;BUS -182--;7;43;Horta-Guinardó;Horta
K014;Transports i serveis relacionats;Autobusos diürns;430566143;4584435736;430474211;4584234781;2168181;41406653;BUS -47-H8--;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova
K014;Transports i serveis relacionats;Autobusos diürns;43403873;4584030194;433946766;4583829242;2209768;41403293;BUS -V27-V31--;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;429970561;4583183517;429878634;4582982574;2161202;41395323;BUS -101--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;430209649;4585521255;43011772;458532029;2163791;41416399;BUS -114--;7;34;Horta-Guinardó;Can Baró
K014;Transports i serveis relacionats;Autobusos diürns;431711719;4585556105;431619777;458535514;2181759;41416842;BUS -H8--;9;63;Sant Andreu;Navas
K014;Transports i serveis relacionats;Autobusos diürns;431424589;4589242768;43133265;4589041769;2177905;41450021;BUS -127--;8;50;Nou Barris;les Roquetes
K014;Transports i serveis relacionats;Autobusos diürns;431141119;4589147753;431049183;4588946754;2174522;41449141;BUS -127--;8;50;Nou Barris;les Roquetes
K014;Transports i serveis relacionats;Autobusos diürns;425186978;4585316419;425095096;4585115458;2103723;41414101;BUS -128--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;432401795;4589493811;432309847;4589292809;2189575;41452365;BUS -127--;9;57;Sant Andreu;la Trinitat Vella
K015;Transports i serveis relacionats;Autobusos nocturns;430514569;4588306156;430422638;4588105165;2167119;41441507;NITBUS -N4--;8;48;Nou Barris;la Guineueta
K014;Transports i serveis relacionats;Autobusos diürns;4307555;458462156;430663566;4584420603;2170425;41408343;BUS -47-H8--;7;33;Horta-Guinardó;el Baix Guinardó
K014;Transports i serveis relacionats;Autobusos diürns;428999566;4580514512;428907647;4580313594;2149901;41371199;BUS -13-150--;3;14;Sants-Montjuïc;la Font de la Guatlla
K014;Transports i serveis relacionats;Autobusos diürns;426942318;4582775987;426850419;4582575049;2125031;41391383;BUS -6--;5;23;Sarrià-Sant Gervasi;Sarrià
K015;Transports i serveis relacionats;Autobusos nocturns;429373024;458324306;429281102;4583042117;2154048;41395807;NITBUS -N5--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K014;Transports i serveis relacionats;Autobusos diürns;426433407;4582631251;426341512;4582430314;2118962;41390033;BUS -63-78-V5--;4;21;Les Corts;Pedralbes
K015;Transports i serveis relacionats;Autobusos nocturns;431706751;4584410003;431614808;4584209048;2181829;41406519;NITBUS -N9--;2;6;Eixample;la Sagrada Família
K014;Transports i serveis relacionats;Autobusos diürns;433308876;4585192352;433216919;4584991389;2200909;414137;BUS -H12--;10;71;Sant Martí;Provençals del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;431133112;4580705316;431041173;4580504396;2175389;41373103;BUS -21--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;427925156;4583488162;427833248;4583287217;2136701;41397886;BUS -68-V11--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K015;Transports i serveis relacionats;Autobusos nocturns;427674784;4583473339;427582878;4583272394;2133708;4139773;NITBUS -N7--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K014;Transports i serveis relacionats;Autobusos diürns;427818908;4583799548;427727001;45835986;2135393;41400681;BUS -70-H6-V11--;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K015;Transports i serveis relacionats;Autobusos nocturns;427818908;4583799548;427727001;45835986;2135393;41400681;NITBUS -N0--;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K015;Transports i serveis relacionats;Autobusos nocturns;427182971;4584107476;42709107;4583906525;2127749;41403397;NITBUS -N8--;5;24;Sarrià-Sant Gervasi;les Tres Torres
K014;Transports i serveis relacionats;Autobusos diürns;432840127;4582388124;432748173;4582187188;2195612;41388404;BUS -59-V21-V27-136--;10;67;Sant Martí;la Vila Olímpica del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;427919198;4586598391;427827291;4586397417;2136259;41425897;BUS -112--;7;39;Horta-Guinardó;Sant Genís dels Agudells
K014;Transports i serveis relacionats;Autobusos diürns;427115755;4583409775;427023854;4583208831;2127029;41397107;BUS -V7--;5;23;Sarrià-Sant Gervasi;Sarrià
K014;Transports i serveis relacionats;Autobusos diürns;432501908;458805838;432409959;4587857391;2190934;41439445;BUS -126-H4-V31--;9;60;Sant Andreu;Sant Andreu
K015;Transports i serveis relacionats;Autobusos nocturns;430964621;4588750847;430872686;4588549852;2172455;41445551;NITBUS -N6--;8;50;Nou Barris;les Roquetes
K015;Transports i serveis relacionats;Autobusos nocturns;432499374;4586238754;432407424;4586037782;2191107;41423057;NITBUS -N9--;9;61;Sant Andreu;la Sagrera
K014;Transports i serveis relacionats;Autobusos diürns;432137083;4586121234;432045137;4585920263;2186785;41421968;BUS -62-96-H8-V27--;9;61;Sant Andreu;la Sagrera
K014;Transports i serveis relacionats;Autobusos diürns;426648785;4582291756;426556888;4582090822;2121579;41386995;BUS -7-33-L97-H6-E97-E98--;4;21;Les Corts;Pedralbes
K015;Transports i serveis relacionats;Autobusos nocturns;430741552;4585530688;430649618;4585329723;2170154;4141653;NITBUS -N6--;7;35;Horta-Guinardó;el Guinardó
K014;Transports i serveis relacionats;Autobusos diürns;433017387;4584908148;432925432;4584707188;2197453;41411116;BUS -H12--;10;71;Sant Martí;Provençals del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;427217978;4581394113;427126076;4581193187;2128494;41378962;BUS -54--;3;17;Sants-Montjuïc;Sants - Badal
K015;Transports i serveis relacionats;Autobusos nocturns;427138129;458245114;427046228;4582250205;2127412;41388475;NITBUS -N12--;4;19;Les Corts;les Corts
K014;Transports i serveis relacionats;Autobusos diürns;428336859;4586977071;428244948;4586776093;2141212;41429345;BUS -V21--;7;40;Horta-Guinardó;Montbau
K014;Transports i serveis relacionats;Autobusos diürns;425544103;4581932967;425452216;4581732037;2108412;41383662;BUS -67-L97-E97-E98-E79-E43-E30--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;431402685;4581105013;431310744;4580904089;2178567;41376726;BUS -59-120-D20-H14-V13--;1;2;Ciutat Vella;el Barri Gòtic
K015;Transports i serveis relacionats;Autobusos nocturns;431558903;4581370335;431466961;4581169408;2180405;41379129;NITBUS -N0-N6--;1;2;Ciutat Vella;el Barri Gòtic
K015;Transports i serveis relacionats;Autobusos nocturns;431394412;4581105647;431302471;4580904723;2178468;41376731;NITBUS -N0-N6--;1;2;Ciutat Vella;el Barri Gòtic
K014;Transports i serveis relacionats;Autobusos diürns;430278155;4584008823;430186225;4583807872;2164786;41402783;BUS -47-H8--;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova
K014;Transports i serveis relacionats;Autobusos diürns;42859893;4578356389;428507014;4578155491;2145365;41351726;BUS -23-109-V3--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;429029371;4581994124;428937452;4581793192;2150084;41384528;BUS -109-H10--;2;9;Eixample;la Nova Esquerra de l'Eixample
K015;Transports i serveis relacionats;Autobusos nocturns;430161614;4580939338;430069684;4580738416;2163746;41375127;NITBUS -N0--;2;10;Eixample;Sant Antoni
K015;Transports i serveis relacionats;Autobusos nocturns;431434939;4585091958;431342999;4584890997;21785;41412638;NITBUS -N1-N4--;10;64;Sant Martí;el Camp de l'Arpa del Clot
K015;Transports i serveis relacionats;Autobusos nocturns;429245934;4582651739;429154013;4582450801;2152597;4139047;NITBUS -N7--;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;431518965;4584891533;431427024;4584690574;2179528;4141084;BUS -V23-D50--;10;64;Sant Martí;el Camp de l'Arpa del Clot
K014;Transports i serveis relacionats;Autobusos diürns;429609805;4582994714;429517881;4582793773;2156909;41393591;BUS -7-67-V15--;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;431304694;4584895896;431212755;4584694937;2176964;41410861;BUS -117--;2;6;Eixample;la Sagrada Família
K015;Transports i serveis relacionats;Autobusos nocturns;433491105;4588564938;433399147;4588363944;2202718;4144409;NITBUS -N8--;9;59;Sant Andreu;el Bon Pastor
K015;Transports i serveis relacionats;Autobusos nocturns;432527735;4585641822;432435785;4585440855;2191513;41417683;NITBUS -N9--;9;61;Sant Andreu;la Sagrera
K014;Transports i serveis relacionats;Autobusos diürns;429495939;4582248708;429404016;4582047774;2155634;41386862;BUS -63--;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K015;Transports i serveis relacionats;Autobusos nocturns;432414913;4586939134;432322964;4586738156;2190018;41429358;NITBUS -N9--;9;60;Sant Andreu;Sant Andreu
K014;Transports i serveis relacionats;Autobusos diürns;429823756;4580129208;429731829;4579928293;21598;41367801;BUS -55-150--;3;11;Sants-Montjuïc;el Poble-sec
