"Area_Joc_Id","Adreca","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","X_ETRS89","Y_ETRS89","Longitud","Latitud","Area_Joc_Geom_WGS84","Area_Joc_Geom_ETRS89"
85708,"C\ Vesuvi, 34",Nou Barris,8,la Prosperitat,52,431980.801,4588528.213,2.1857218,41.4454511,"POLYGON ((2.18572070595912 41.4455414991723, 2.18573189242866 41.4455765271532, 2.18566404416562 41.4455905222182, 2.18565462260646 41.4455646672798, 2.18562304760147 41.4454780265675, 2.18569668398147 41.4454635410267, 2.18567633040275 41.445407208661, 2.18574991498502 41.4453930289723, 2.18579496364593 41.4455280718336, 2.18572070595912 41.4455414991723))","POLYGON ((431980.802143382 4588538.25186923, 431981.773174327 4588542.13186788, 431976.120177756 4588543.73891326, 431975.306154771 4588540.875915, 431972.578077746 4588531.28192082, 431978.714074619 4588529.61587168, 431976.95502456 4588523.37787536, 431983.087021684 4588521.7458263, 431986.991141224 4588536.70281987, 431980.802143382 4588538.25186923))"
660980,"Pl Roja de la Ciutat Meridiana, 0",Nou Barris,8,Ciutat Meridiana,55,431434.044,4590295.402,2.1789764,41.4613209,"POLYGON ((2.17897197268189 41.4612996987051, 2.17915129696905 41.4614061480411, 2.1791013573581 41.4614475953432, 2.17907731442063 41.4614284993219, 2.17905018387213 41.4614045172742, 2.17902902682749 41.4613797131085, 2.17900586581153 41.4613562007219, 2.17898954304554 41.4613430595943, 2.17897490388138 41.461333146118, 2.17895192603856 41.4613198043955, 2.17897197268189 41.4612996987051))","POLYGON ((431433.652609609 4590293.04774142, 431448.740721593 4590304.72364504, 431444.613750408 4590309.36468355, 431442.585731323 4590307.26369568, 431440.294707732 4590304.62270896, 431438.501684185 4590301.88571833, 431436.542661481 4590299.29372917, 431435.165648375 4590297.84773738, 431433.9326382 4590296.75874504, 431431.999624103 4590295.29575744, 431433.652609609 4590293.04774142))"
660979,"Pl Roja de la Ciutat Meridiana, 0",Nou Barris,8,Ciutat Meridiana,55,431426.517,4590290.237,2.1788869,41.4612738,"POLYGON ((2.17893960402853 41.4613132041538, 2.17892183729399 41.4613053760988, 2.17891154082442 41.4613014745099, 2.17889923339833 41.4612965677613, 2.17888258366962 41.4612922695656, 2.17883972462699 41.4612821097475, 2.17882488368266 41.4612787071721, 2.17880417829054 41.4612722272635, 2.17878447870067 41.4612647997403, 2.17878778291719 41.4612458537002, 2.17879460890785 41.4612267976713, 2.17879920752673 41.4612153550316, 2.17880630335766 41.4612014891965, 2.17895817254562 41.4612916197152, 2.17893960402853 41.4613132041538))","POLYGON ((431430.963617011 4590294.57276418, 431429.471608211 4590293.71777418, 431428.607603646 4590293.29278008, 431427.574597985 4590292.75778708, 431426.179592302 4590292.29379695, 431422.589578435 4590291.19982249, 431421.346573731 4590290.83383136, 431419.610565706 4590290.13084344, 431417.957557005 4590289.32185473, 431418.213541422 4590287.21584952, 431418.763526182 4590285.09484206, 431419.135517092 4590283.82083726, 431419.713506265 4590282.27583048, 431432.491601086 4590292.16174885, 431430.963617011 4590294.57276418))"
660975,"Pl Roja de la Ciutat Meridiana, 0",Nou Barris,8,Ciutat Meridiana,55,431450.938,4590310.279,2.1791770,41.4614564,"POLYGON ((2.17911192396302 41.461454768532, 2.17916199175851 41.4614136013691, 2.17926422503762 41.4614736350784, 2.17921848754803 41.4615170489831, 2.17911192396302 41.461454768532))","POLYGON ((431445.503757767 4590310.15267801, 431449.641729204 4590305.54263947, 431458.242792495 4590312.12658442, 431454.468823489 4590316.98262058, 431445.503757767 4590310.15267801))"
85755,"Pl Sóller, 1",Nou Barris,8,Porta,45,431155.494,4587315.663,2.1759810,41.4344598,"POLYGON ((2.1760999795352 41.4343670345219, 2.17615130086057 41.4344278597953, 2.17593694361431 41.4345283351385, 2.17592239332449 41.4345204215323, 2.17587546031152 41.4344722650263, 2.1760999795352 41.4343670345219))","POLYGON ((431165.339523829 4587305.27414492, 431169.691581503 4587311.98612231, 431151.888639831 4587323.31127495, 431150.664631355 4587322.44428289, 431146.692584915 4587317.1353048, 431165.339523829 4587305.27414492))"
85754,"Pl Sóller, 1",Nou Barris,8,Porta,45,431164.467,4587273.810,2.1760931,41.4340836,"POLYGON ((2.17608982718569 41.4341569440888, 2.17600333950837 41.4340734925942, 2.17611765522059 41.4340158162804, 2.17617747213497 41.4340720815148, 2.17615427009777 41.4341274914814, 2.17608982718569 41.4341569440888))","POLYGON ((431164.269345259 4587281.95811689, 431156.955264144 4587272.76215813, 431166.445229584 4587266.26807606, 431171.502284459 4587272.4670473, 431169.622328359 4587278.63707113, 431164.269345259 4587281.95811689))"
85727,"Pl Torre Llobeta, 0",Nou Barris,8,Vilapicina i la Torre Llobeta,44,430989.106,4586423.099,2.1740915,41.4264065,"POLYGON ((2.17416714052459 41.4263102371471, 2.17421851379193 41.426414443813, 2.17405224636425 41.4264579001785, 2.17399708063545 41.4263961003147, 2.17416714052459 41.4263102371471))","POLYGON ((430995.323 4586412.353, 430999.726 4586423.881, 430985.879 4586428.838, 430981.204 4586422.021, 430995.323 4586412.353))"
672825,"Pl Àngel Pestaña, 1",Nou Barris,8,la Prosperitat,52,431510.525,4588105.664,2.1801405,41.4416054,"POLYGON ((2.18018754691148 41.4417006772327, 2.18009278884184 41.4416968228164, 2.18008019343164 41.4416951117767, 2.18007079058323 41.4416908293288, 2.18006606839595 41.4416855803888, 2.18006425463308 41.4416813159584, 2.18006374267257 41.4416753854148, 2.18006476789909 41.4416690604838, 2.18009791389387 41.4415653506452, 2.18015056347801 41.4415765074887, 2.18019159374091 41.4416301777696, 2.18018754691148 41.4417006772327))","POLYGON ((431514.558218246 4588116.20875252, 431506.638203289 4588115.85581206, 431505.584200289 4588115.67581978, 431504.794195513 4588115.20782505, 431504.3941905 4588114.62882719, 431504.238186677 4588114.15682764, 431504.189181608 4588113.49882699, 431504.268176396 4588112.7958253, 431506.92809296 4588101.25578723, 431511.33810888 4588102.45275562, 431514.822159245 4588108.37873837, 431514.558218246 4588116.20875252))"
85684,"Pl Àngel Pestaña, 1",Nou Barris,8,la Prosperitat,52,431525.561,4588139.497,2.1803166,41.4419114,"POLYGON ((2.18024638080107 41.4419130502986, 2.18025082559463 41.4418642075621, 2.18025696714878 41.4418651069982, 2.18037600795339 41.4418751331111, 2.18046233101238 41.4419853141576, 2.18040914708336 41.4420175785338, 2.18028462251607 41.4419409934472, 2.1802623444624 41.4419258284274, 2.18024638080107 41.4419130502986))","POLYGON ((431519.696404754 4588139.73975001, 431520.01636408 4588134.31373917, 431520.530365598 4588134.40873542, 431530.485388764 4588135.42766147, 431537.812492418 4588147.59162473, 431533.40351308 4588151.2156638, 431522.920433061 4588142.81173031, 431521.043417511 4588141.14574197, 431519.696404754 4588139.73975001))"
925871,"Via Favència, 48",Nou Barris,8,la Guineueta,48,430261.139,4587927.330,2.1652067,41.4398916,"POLYGON ((2.16498585935427 41.4398701383331, 2.16499476467406 41.4398701759505, 2.16501963758844 41.4398655915584, 2.165028766585 41.4398640544967, 2.16510705214006 41.4398490578468, 2.1653036371181 41.4398201744032, 2.16546171349936 41.4398221589586, 2.1655117631642 41.4399116685485, 2.1654555674967 41.439915071033, 2.16538481222087 41.4399197099661, 2.16532515401993 41.4399233574886, 2.16524414501554 41.4399285614648, 2.16512584583282 41.4399358727226, 2.1650627245714 41.4399061855069, 2.16498585935427 41.4398701383331))","POLYGON ((430242.669 4587925.122, 430243.413 4587925.119, 430245.486 4587924.59, 430246.247 4587924.412, 430252.771 4587922.684, 430269.163 4587919.319, 430282.371 4587919.412, 430286.648 4587929.309, 430281.957 4587929.732, 430276.051 4587930.304, 430271.071 4587930.757, 430264.309 4587931.4, 430254.434 4587932.307, 430249.129 4587929.062, 430242.669 4587925.122))"
653813,"Via Favència, 48",Nou Barris,8,la Guineueta,48,430377.554,4588049.578,2.1665860,41.4410028,"POLYGON ((2.1666026114588 41.4409158722411, 2.16667032001393 41.4409118045882, 2.16668446974991 41.4409136184205, 2.16669068719252 41.4409169871685, 2.16669683290445 41.4409269038062, 2.16669984664772 41.4409720709107, 2.16668715397437 41.4410079727717, 2.16666413929741 41.4410385305651, 2.16664444959203 41.4410580692998, 2.1666379791238 41.441063255786, 2.16662798359562 41.4410660838282, 2.16662002504554 41.4410668819257, 2.16660766216317 41.4410638740233, 2.16657876171951 41.4410473253185, 2.16652964866726 41.4410078864928, 2.16650274470595 41.44096345618, 2.16650344937457 41.4409514093265, 2.16651258292181 41.4409420356529, 2.16653988711114 41.4409289473475, 2.1666026114588 41.4409158722411))","POLYGON ((430378.851878554 4588039.91725142, 430384.503883477 4588039.41120775, 430385.687886755 4588039.60119906, 430386.210890365 4588039.97019567, 430386.734899494 4588041.06619339, 430387.034937987 4588046.07819889, 430386.012966723 4588050.07421283, 430384.122989674 4588053.48523246, 430382.499003735 4588055.67024817, 430381.964007314 4588056.25125313, 430381.132008467 4588056.57325995, 430380.468008158 4588056.66826513, 430379.432004094 4588056.34427249, 430376.999986559 4588054.53028813, 430372.854947211 4588050.19131285, 430370.55990639 4588045.28032265, 430370.605896309 4588043.94232023, 430371.358889525 4588042.89431289, 430373.625881848 4588041.4192934, 430378.851878554 4588039.91725142))"
38600,"Parc Joan Miró, 860",Eixample,2,la Nova Esquerra de l'Eixample,9,428793.845,4581138.009,2.1484435,41.3786142,"POLYGON ((2.14852593971647 41.3786563570391, 2.1484109595644 41.3786633073366, 2.14834377708507 41.3786144670834, 2.14843529757804 41.3785466686476, 2.14850271393362 41.3785417806557, 2.14852593971647 41.3786563570391))","POLYGON ((428800.784098571 4581142.6265313, 428791.177090247 4581143.49260553, 428785.506040733 4581138.12564024, 428793.084994802 4581130.52357095, 428798.716998997 4581129.92552729, 428800.784098571 4581142.6265313))"
38598,"Parc Joan Miró, 860",Eixample,2,la Nova Esquerra de l'Eixample,9,428771.979,4581146.514,2.1481810,41.3786888,"POLYGON ((2.14813926467526 41.3787715049604, 2.1480701206955 41.3786612457027, 2.14822087648311 41.3786051900966, 2.14829090140977 41.3787166898124, 2.14813926467526 41.3787715049604))","POLYGON ((428768.576148041 4581155.72779599, 428762.674046444 4581143.54382188, 428775.219017735 4581137.19671685, 428781.196120488 4581149.5176906, 428768.576148041 4581155.72779599))"
38601,"Parc Joan Miró, 860",Eixample,2,la Nova Esquerra de l'Eixample,9,428827.187,4581082.209,2.1488488,41.3781145,"POLYGON ((2.14852716664848 41.3781303583204, 2.14852181335178 41.3781263644069, 2.14872040617387 41.3779756157214, 2.14874823722598 41.3779964848606, 2.14888626352055 41.3781009230896, 2.14869073343206 41.3782518729651, 2.14852716664848 41.3781303583204))","POLYGON ((428800.313 4581084.23, 428799.861 4581083.791, 428816.303 4581066.892, 428818.653 4581069.186, 428830.308674229 4581080.66721121, 428814.123 4581097.586, 428800.313 4581084.23))"
38599,"Parc Joan Miró, 860",Eixample,2,la Nova Esquerra de l'Eixample,9,428790.318,4581164.581,2.1483982,41.3788532,"POLYGON ((2.14851733831278 41.3787859568431, 2.14833140422755 41.3789452762178, 2.14828302990894 41.3789131849151, 2.14846953683546 41.3787530411609, 2.14851733831278 41.3787859568431))","POLYGON ((428800.206206897 4581157.021558, 428784.832318423 4581174.86170231, 428780.752285367 4581171.3387278, 428796.173173216 4581153.40658299, 428800.206206897 4581157.021558))"
38597,"Parc Joan Miró, 860",Eixample,2,la Nova Esquerra de l'Eixample,9,428761.665,4581152.533,2.1480570,41.3787421,"POLYGON ((2.147982279742 41.3786596049942, 2.14809873613464 41.3787467136724, 2.14804081941289 41.3787906923296, 2.14804021553209 41.378791147246, 2.14795221746842 41.3788061242454, 2.14786843730864 41.3787434424397, 2.14798070995944 41.3786607643588, 2.147982279742 41.3786596049942))","POLYGON ((428755.327034219 4581143.43387745, 428765.160122114 4581153.00881769, 428760.365152087 4581157.93886171, 428760.315152396 4581157.98986217, 428752.973154178 4581159.72492057, 428745.899090932 4581152.83496356, 428755.197035003 4581143.56387864, 428755.327034219 4581143.43387745))"
38596,"Parc Joan Miró, 860",Eixample,2,la Nova Esquerra de l'Eixample,9,428761.144,4581183.875,2.1480471,41.3790244,"POLYGON ((2.14789179760754 41.3789665608112, 2.14796821056374 41.3789082985516, 2.14796951529143 41.3789072903632, 2.1481881791194 41.3790699636719, 2.14810733308601 41.379131607105, 2.14788868109846 41.3789689427395, 2.14789179760754 41.3789665608112))","POLYGON ((428748.096 4581177.586, 428754.422 4581171.055, 428754.53 4581170.942, 428772.992 4581188.822, 428766.299 4581195.732, 428747.838 4581177.853, 428748.096 4581177.586))"
931536,"Parc La Pegaso, 0",Sant Andreu,9,la Sagrera,61,432227.292,4586545.803,2.1888947,41.4276171,"MULTIPOLYGON (((2.18936826841102 41.4275381224704, 2.18936162019444 41.4275386070652, 2.1893549449281 41.42753837988, 2.18934837402358 41.4275374598559, 2.1893420508593 41.427535866018, 2.18933607094621 41.4275336170544, 2.18933056524766 41.4275307679326, 2.18932565276004 41.427527373536, 2.18932140461228 41.4275234884106, 2.18931791541876 41.4275192032976, 2.18931525608419 41.4275145907565, 2.18931347324337 41.427509750198, 2.18931261375516 41.4275047630193, 2.18931267627483 41.4274997373004, 2.18931365968175 41.427494763108, 2.18931556263122 41.4274899485221, 2.18931833624727 41.4274853742652, 2.1893219314299 41.4274811390734, 2.18932627548162 41.4274773144939, 2.18933127154719 41.4274739899186, 2.18933684715334 41.4274712188815, 2.18934288195944 41.4274690545794, 2.1893492436581 41.4274675501245, 2.18935583629065 41.4274667228555, 2.18936251603108 41.4274665897739, 2.18936915102022 41.4274671679655, 2.1893756099591 41.4274684294828, 2.1893817734035 41.4274703554692, 2.18938753410011 41.4274729091393, 2.18939276108589 41.4274760355257, 2.18939734721944 41.4274796888361, 2.18940122181997 41.4274837784983, 2.18940430190367 41.4274882408753, 2.18940652886851 41.4274929764722, 2.18940785585519 41.427497903892, 2.18940826016212 41.4275029238927, 2.18940773105457 41.4275079373167, 2.1894062817315 41.4275128451749, 2.18940393735875 41.4275175485626, 2.18940074681184 41.4275219667571, 2.18939677115727 41.4275260011066, 2.18939209494718 41.4275295891546, 2.18938679110302 41.4275326413402, 2.18938096788674 41.427535113389, 2.18937475760606 41.4275369521883, 2.18936826841102 41.4275381224704)), ((2.18935799736228 41.4276566692598, 2.18933557045379 41.4276248410223, 2.18940957647489 41.4275953046092, 2.18943200340982 41.4276271328328, 2.18935799736228 41.4276566692598)), ((2.18898379685879 41.4276575718423, 2.18898410757013 41.4276528000821, 2.18898490827743 41.4276471220234, 2.18898693431367 41.4276410742896, 2.18899389699905 41.427629746959, 2.18900033303427 41.4276222711056, 2.18900892257792 41.4276177378552, 2.18901603378033 41.4276146714053, 2.18902461177738 41.4276110658401, 2.18903660728053 41.4276069259026, 2.18919562677332 41.4275471473431, 2.18919859372821 41.4275443489203, 2.18920216572591 41.4275419781118, 2.18920624591099 41.4275401243097, 2.18921069000887 41.4275388405417, 2.18921536582393 41.4275381709135, 2.18922011767508 41.4275381233353, 2.18922481381497 41.427538705886, 2.18922929878661 41.4275399084627, 2.18923344151496 41.4275416851043, 2.18923708710324 41.4275439806746, 2.18924015267989 41.42754672253, 2.18924251958475 41.4275498287671, 2.18926340726869 41.4275581907656, 2.18927280578178 41.4275559691046, 2.18928143379905 41.4275550751163, 2.18928497363704 41.427555289218, 2.18928775956278 41.4275554980068, 2.18929078962171 41.427556284993, 2.1892932933409 41.4275580140527, 2.18929630446443 41.427560323165, 2.18929626177531 41.4275637547042, 2.18929571647792 41.4275671827015, 2.1892938812922 41.4275723220329, 2.18928843513978 41.4275820026973, 2.1892827898732 41.4275884482823, 2.18927714686868 41.4275937499363, 2.18927178618261 41.4275975223123, 2.18926361807721 41.4276018513809, 2.18921666308758 41.4276253271735, 2.18919768816288 41.4276363716955, 2.18916182240395 41.4276506299264, 2.18914042896861 41.42765982888, 2.18912194007904 41.4276664361403, 2.18911776076188 41.4276695232618, 2.18911282795433 41.42767353284, 2.18910448299061 41.4276786082693, 2.18909664404678 41.427681489446, 2.18909002112945 41.427684748499, 2.18908217770125 41.4276879899412, 2.18907677935277 41.4276899785667, 2.18906923967984 41.4276890066608, 2.18906296806371 41.4276832697422, 2.1890605701935 41.4276797669552, 2.18905710557974 41.4276725455778, 2.18905389981593 41.4276676049108, 2.18905223640966 41.4276637470027, 2.18905132884795 41.4276587774982, 2.18905041369058 41.4276534566495, 2.18904852932834 41.4276481199614, 2.18904662445581 41.4276444314927, 2.18904303384875 41.4276396412393, 2.18903892707168 41.4276359372491, 2.18903287706602 41.4276325888663, 2.18902530365534 41.4276304817804, 2.18901653544477 41.4276330231253, 2.1890115638526 41.4276401490048, 2.18900361753132 41.4276516585589, 2.18900010878349 41.4276595243539, 2.18899764756223 41.4276620741279, 2.18899324663815 41.4276627727075, 2.18898982688609 41.4276634872111, 2.18898690183776 41.4276629171362, 2.18898497186053 41.4276612461592, 2.18898379685879 41.4276575718423)), ((2.18899599711668 41.4276138996374, 2.18896915128137 41.4275736542378, 2.18912958140908 41.4275130390132, 2.18915642731969 41.4275532843765, 2.18899599711668 41.4276138996374)), ((2.18886524368894 41.4277094026135, 2.18886518222963 41.4277076096968, 2.18886528830675 41.4277058179614, 2.18886556192029 41.4277040274073, 2.18886600273392 41.4277022650544, 2.18886659889285 41.4277005218116, 2.18886736213973 41.4276988157768, 2.18886826842869 41.4276971557877, 2.18886934158137 41.4276955510198, 2.18887055766401 41.4276940013044, 2.18887190448549 41.4276925245704, 2.18887339412481 41.4276911118955, 2.18887448459691 41.4276900386894, 2.1888909714324 41.4276769770243, 2.18889440236839 41.4276763256546, 2.18890012253822 41.4276763659837, 2.18890759029359 41.4276773464012, 2.18891654300847 41.427680174808, 2.18892345115307 41.4276838084779, 2.18893033836389 41.4276881625961, 2.18893652564002 41.4276939439646, 2.18894120562273 41.4277006334666, 2.18894259689958 41.4277090472294, 2.18894063915306 41.4277124922896, 2.18892415231831 41.4277255539618, 2.18892205001376 41.4277271514745, 2.18892020473082 41.4277282914191, 2.18891826494575 41.4277293316154, 2.18891621869166 41.4277302719791, 2.18891410209344 41.4277310947499, 2.18891191492689 41.4277318179412, 2.18890965752833 41.4277324145329, 2.18890736568634 41.4277328937848, 2.18890501557924 41.4277332465216, 2.18890265496253 41.4277334820873, 2.18890027198142 41.4277335913909, 2.18889787860282 41.4277335745168, 2.18889549876053 41.4277334316338, 2.18889314442145 41.4277331628261, 2.18889080350661 41.4277327770162, 2.18888852399569 41.4277322655348, 2.18888628184281 41.4277316372198, 2.18888411306076 41.4277308833177, 2.18888201731325 41.4277300308486, 2.18887999482449 41.427729061799, 2.18887808127096 41.4277279944354, 2.18887626468576 41.4277268286735, 2.18887411874496 41.4277252012093, 2.18887298203063 41.4277242203898, 2.18887152781548 41.4277227869592, 2.18887021798782 41.4277212914943, 2.18886904069285 41.4277197249042, 2.18886800767324 41.4277181052866, 2.18886714286277 41.4277164328102, 2.18886642221554 41.427714716313, 2.18886586955322 41.4277129649704, 2.18886547268469 41.4277111967113, 2.18886524368894 41.4277094026135)), ((2.18887006515218 41.427662417699, 2.18883744158095 41.4275969556991, 2.18888718515974 41.4275821378704, 2.18888794064166 41.4275820170925, 2.18889020944155 41.4275814656189, 2.18889251290888 41.4275810134716, 2.18889485115577 41.427580651644, 2.1888972002485 41.4275803799674, 2.1888995840087 41.4275802076171, 2.18890195468104 41.4275801252491, 2.188904348054 41.427580142123, 2.18890671626016 41.4275802579015, 2.1889090953122 41.4275804638309, 2.18891143723058 41.4275807685804, 2.18891376606114 41.4275811633122, 2.18891605787017 41.4275816478575, 2.18891831254555 41.4275822312228, 2.18892053031152 41.4275828953951, 2.18892268701013 41.4275836582187, 2.18892479494457 41.4275844927582, 2.18892682984481 41.4275854258647, 2.188928804014 41.4275864306027, 2.1889307054853 41.4275875068877, 2.18893253403451 41.4275886727331, 2.18893426606419 41.4275899009502, 2.1889359135412 41.4275911916234, 2.18893746438658 41.4275925536749, 2.18893891871242 41.4275939780981, 2.18894027663082 41.4275954558864, 2.18894151420803 41.427596986871, 2.18894265548989 41.4275985622139, 2.18894367654265 41.4276001817465, 2.1889445773663 41.4276018454688, 2.18894537015189 41.4276035354517, 2.18894603085358 41.4276052605333, 2.18894658362929 41.4276070028689, 2.18894700443317 41.4276087712965, 2.18894729348941 41.4276105478027, 2.18894746265277 41.4276123414786, 2.18894750018055 41.4276141342265, 2.18894741803962 41.4276159261307, 2.18894720426309 41.427617717107, 2.18894687104202 41.4276194892262, 2.18894640629742 41.4276212514108, 2.18894581025348 41.4276229856473, 2.18894510673183 41.4276247011112, 2.18894427202291 41.4276263796205, 2.18894332994837 41.4276280303504, 2.18894226876551 41.4276296352034, 2.18894108847432 41.4276311941794, 2.18893981300855 41.4276327074471, 2.18893841854655 41.4276341658312, 2.18893692902204 41.4276355695003, 2.18893534454714 41.4276369094479, 2.18893366523393 41.4276381766671, 2.18893190293719 41.4276393802492, 2.18893004569005 41.4276405201096, 2.18892811776254 41.4276415693972, 2.18892611893049 41.4276425461252, 2.18892406116077 41.427643450378, 2.18892193282281 41.4276442550513, 2.18891975751405 41.4276449873338, 2.18891830268402 41.4276455265317, 2.18887006515218 41.427662417699)))","MULTIPOLYGON (((432266.781 4586536.669, 432266.226 4586536.728, 432265.668 4586536.708, 432265.118 4586536.611, 432264.588 4586536.439, 432264.086 4586536.194, 432263.623 4586535.882, 432263.209 4586535.509, 432262.85 4586535.081, 432262.554 4586534.608, 432262.327 4586534.098, 432262.173 4586533.562, 432262.096 4586533.009, 432262.096 4586532.451, 432262.173 4586531.898, 432262.327 4586531.362, 432262.554 4586530.852, 432262.85 4586530.379, 432263.209 4586529.951, 432263.623 4586529.578, 432264.086 4586529.266, 432264.588 4586529.021, 432265.118 4586528.849, 432265.668 4586528.752, 432266.226 4586528.732, 432266.781 4586528.791, 432267.322 4586528.926, 432267.839 4586529.135, 432268.323 4586529.414, 432268.763 4586529.757, 432269.15 4586530.159, 432269.478 4586530.61, 432269.74 4586531.103, 432269.931 4586531.627, 432270.047 4586532.173, 432270.086 4586532.73, 432270.047 4586533.287, 432269.931 4586533.833, 432269.74 4586534.357, 432269.478 4586534.85, 432269.15 4586535.301, 432268.763 4586535.703, 432268.323 4586536.046, 432267.839 4586536.325, 432267.322 4586536.534, 432266.781 4586536.669)), ((432266.046 4586549.838, 432264.139 4586546.322, 432270.292 4586542.985, 432272.199 4586546.501, 432266.046 4586549.838)), ((432234.78 4586550.231, 432234.801 4586549.701, 432234.862 4586549.07, 432235.025 4586548.397, 432235.595 4586547.134, 432236.125 4586546.299, 432236.838 4586545.789, 432237.429 4586545.443, 432238.142 4586545.036, 432239.14 4586544.567, 432252.365 4586537.806, 432252.61 4586537.493, 432252.906 4586537.227, 432253.245 4586537.018, 432253.615 4586536.872, 432254.005 4586536.794, 432254.402 4586536.785, 432254.795 4586536.846, 432255.171 4586536.976, 432255.519 4586537.17, 432255.826 4586537.422, 432256.085 4586537.724, 432256.286 4586538.067, 432258.04 4586538.979, 432258.823 4586538.725, 432259.543 4586538.619, 432259.839 4586538.64, 432260.072 4586538.661, 432260.326 4586538.746, 432260.537 4586538.936, 432260.791 4586539.19, 432260.791 4586539.571, 432260.749 4586539.952, 432260.601 4586540.524, 432260.156 4586541.603, 432259.691 4586542.323, 432259.225 4586542.916, 432258.781 4586543.339, 432258.103 4586543.826, 432254.204 4586546.469, 432252.63 4586547.71, 432249.648 4586549.321, 432247.87 4586550.359, 432246.332 4586551.107, 432245.986 4586551.453, 432245.578 4586551.902, 432244.886 4586552.472, 432244.234 4586552.798, 432243.684 4586553.165, 432243.032 4586553.531, 432242.583 4586553.756, 432241.952 4586553.654, 432241.422 4586553.022, 432241.218 4586552.635, 432240.921 4586551.836, 432240.648 4586551.29, 432240.505 4586550.863, 432240.424 4586550.312, 432240.342 4586549.722, 432240.179 4586549.131, 432240.016 4586548.723, 432239.711 4586548.194, 432239.364 4586547.786, 432238.855 4586547.419, 432238.22 4586547.191, 432237.49 4586547.48, 432237.082 4586548.275, 432236.43 4586549.559, 432236.145 4586550.435, 432235.942 4586550.72, 432235.575 4586550.801, 432235.29 4586550.883, 432235.045 4586550.822, 432234.882 4586550.638, 432234.78 4586550.231)), ((432235.754 4586545.373, 432233.469 4586540.926, 432246.811 4586534.071, 432249.096 4586538.518, 432235.754 4586545.373)), ((432224.928 4586556.078, 432224.921 4586555.879, 432224.928 4586555.68, 432224.949 4586555.481, 432224.984 4586555.285, 432225.032 4586555.091, 432225.094 4586554.901, 432225.168 4586554.716, 432225.256 4586554.537, 432225.356 4586554.364, 432225.467 4586554.199, 432225.59 4586554.041, 432225.68 4586553.921, 432227.044 4586552.458, 432227.33 4586552.383, 432227.808 4586552.383, 432228.433 4586552.486, 432229.184 4586552.793, 432229.765 4586553.191, 432230.345 4586553.669, 432230.868 4586554.306, 432231.266 4586555.045, 432231.391 4586555.978, 432231.231 4586556.362, 432229.867 4586557.825, 432229.693 4586558.004, 432229.54 4586558.132, 432229.379 4586558.249, 432229.209 4586558.355, 432229.033 4586558.448, 432228.851 4586558.53, 432228.663 4586558.598, 432228.472 4586558.653, 432228.276 4586558.694, 432228.079 4586558.722, 432227.88 4586558.736, 432227.68 4586558.736, 432227.481 4586558.722, 432227.284 4586558.694, 432227.088 4586558.653, 432226.897 4586558.598, 432226.709 4586558.53, 432226.527 4586558.448, 432226.351 4586558.355, 432226.181 4586558.249, 432226.02 4586558.132, 432225.867 4586558.004, 432225.686 4586557.825, 432225.59 4586557.717, 432225.467 4586557.559, 432225.356 4586557.394, 432225.256 4586557.221, 432225.168 4586557.042, 432225.094 4586556.857, 432225.032 4586556.667, 432224.984 4586556.473, 432224.949 4586556.277, 432224.928 4586556.078)), ((432225.282 4586550.858, 432222.488 4586543.616, 432226.629 4586541.932, 432226.692 4586541.918, 432226.881 4586541.855, 432227.073 4586541.803, 432227.268 4586541.761, 432227.464 4586541.729, 432227.663 4586541.708, 432227.861 4586541.697, 432228.061 4586541.697, 432228.259 4586541.708, 432228.458 4586541.729, 432228.654 4586541.761, 432228.849 4586541.803, 432229.041 4586541.855, 432229.23 4586541.918, 432229.416 4586541.99, 432229.597 4586542.073, 432229.774 4586542.164, 432229.945 4586542.266, 432230.111 4586542.376, 432230.271 4586542.494, 432230.425 4586542.622, 432230.571 4586542.757, 432230.71 4586542.899, 432230.841 4586543.049, 432230.964 4586543.206, 432231.079 4586543.369, 432231.184 4586543.538, 432231.281 4586543.712, 432231.368 4586543.891, 432231.445 4586544.075, 432231.513 4586544.262, 432231.57 4586544.453, 432231.618 4586544.646, 432231.655 4586544.842, 432231.681 4586545.039, 432231.697 4586545.238, 432231.702 4586545.437, 432231.697 4586545.636, 432231.681 4586545.835, 432231.655 4586546.032, 432231.618 4586546.228, 432231.57 4586546.421, 432231.513 4586546.612, 432231.445 4586546.799, 432231.368 4586546.983, 432231.281 4586547.162, 432231.184 4586547.336, 432231.079 4586547.505, 432230.964 4586547.668, 432230.841 4586547.825, 432230.71 4586547.975, 432230.571 4586548.117, 432230.425 4586548.252, 432230.271 4586548.38, 432230.111 4586548.498, 432229.945 4586548.608, 432229.774 4586548.71, 432229.597 4586548.801, 432229.416 4586548.884, 432229.295 4586548.945, 432225.282 4586550.858)))"
