register_id;name;created;modified;addresses_road_name;addresses_start_street_number;neighborhood_id;neighborhood_name;district_id;district_name;zip_code;addresses_town;geo_epgs_25831_x;geo_epgs_25831_y;geo_epgs_4326_x;geo_epgs_4326_y
﻿92086008608;Arxiu Històric de la Ciutat de Barcelona;17.09.91 00:00;01.12.22 14:27;C Santa Llúcia;1;2;el Barri Gòtic;1;Ciutat Vella;8002;BARCELONA;4,31094E+14;4,58175E+16;4,13843E+15;2,17588E+15
﻿92086008608;Arxiu Històric de la Ciutat de Barcelona;17.09.91 00:00;01.12.22 14:27;C Santa Llúcia;1;2;el Barri Gòtic;1;Ciutat Vella;8002;BARCELONA;4,31094E+14;4,58175E+16;4,13843E+15;2,17588E+15
﻿94048135042;Arxiu Històric del Poblenou;17.02.94 00:00;07.09.21 14:02;Plaça de Ramon Calsina;1;69;Diagonal Mar i el Front Marítim del Poblenou;10;Sant Martí;8019;Barcelona;4,34182E+16;4,58407E+14;4,14055E+15;2,21256E+15
﻿92086003812;Biblioteca;28.11.88 00:00;23.12.21 13:10;C Roger de Flor;224;7;la Dreta de l'Eixample;2;Eixample;8025;BARCELONA;4,30639E+15;4,58359E+16;4,14008E+15;2,17022E+15
﻿92086003855;Biblioteca;16.05.86 00:00;17.09.22 03:55;C Cardenal Tedeschini;72;62;el Congrés i els Indians;9;Sant Andreu;8027;BARCELONA;4,31591E+15;4,58643E+15;4,14265E+15;2,18129E+16
﻿99174174612;Biblioteca;23.06.99 00:00;17.09.22 05:52;;;;;;;;BARCELONA;-8,0804E+14;-1,21323E+16;-1,09426E+16;-1,48947E+16
﻿92086002010;CRAI - Biblioteca de Física i Química;21.05.86 00:00;11.07.22 13:13;Av Diagonal;647;20;la Maternitat i Sant Ramon;4;Les Corts;8028;BARCELONA;4,26025E+16;4,58186E+15;4,13849E+15;2,11525E+16
﻿92086002010;CRAI - Biblioteca de Física i Química;21.05.86 00:00;11.07.22 13:13;Av Diagonal;647;20;la Maternitat i Sant Ramon;4;Les Corts;8028;BARCELONA;4,26025E+16;4,58186E+15;4,13849E+15;2,11525E+16
﻿99062161826;Biblioteca;03.03.99 00:00;16.06.22 13:45;Av Drassanes;1;1;el Raval;1;Ciutat Vella;8001;BARCELONA;4,311E+16;4,58082E+15;4,1376E+16;2,17606E+16
﻿92163150849;Museu Futbol Club Barcelona President Núñez;11.06.92 00:00;15.06.22 10:33;Carrer d'Arístides Maillol;12;20;la Maternitat i Sant Ramon;4;Les Corts;8028;Barcelona;4,2644E+15;4,58121E+15;4,13791E+16;2,12029E+16
