id;name;created;modified;core_type;core_type_name;district_id;district_name;neighborhood_id;neighborhood_name;addresses_road_name;addresses_start_street_number;addresses_end_street_number;addresses_town;geo_imi_x;geo_imi_y;values_value
﻿99400477244;Can Tusquets;06.02.17 12:04;17.09.22 08:50;place;Equipament;6;Gràcia;30;la Salut;Av Santuari St Josep Muntanya;1;;BARCELONA;2,94038E+15;8,48711E+15;
﻿99400477604;Els Jardins d'Eusebi Güell;09.02.17 16:56;09.09.21 02:16;place;Equipament;4;Les Corts;21;Pedralbes;Pl Eusebi Güell;;;BARCELONA;2,60556E+16;8,26848E+15;
﻿99400477604;Els Jardins d'Eusebi Güell;09.02.17 16:56;09.09.21 02:16;place;Equipament;4;Les Corts;21;Pedralbes;Pl Eusebi Güell;;;BARCELONA;2,60556E+16;8,26848E+15;
﻿99400477604;Els Jardins d'Eusebi Güell;09.02.17 16:56;09.09.21 02:16;place;Equipament;4;Les Corts;21;Pedralbes;Pl Eusebi Güell;;;BARCELONA;2,60556E+16;8,26848E+15;
﻿98097151404;L'Auditori de Barcelona;07.04.98 00:00;26.11.21 09:43;place;Equipament;2;Eixample;5;el Fort Pienc;Carrer de Lepant;150;;Barcelona;3,19796E+15;8,3551E+15;932479300
﻿98097151404;L'Auditori de Barcelona;07.04.98 00:00;26.11.21 09:43;place;Equipament;2;Eixample;5;el Fort Pienc;Carrer de Lepant;150;;Barcelona;3,19796E+15;8,3551E+15;932479300
﻿98097151404;L'Auditori de Barcelona;07.04.98 00:00;26.11.21 09:43;place;Equipament;2;Eixample;5;el Fort Pienc;Carrer de Lepant;150;;Barcelona;3,19796E+15;8,3551E+15;932479300
﻿99400477654;Torre de Santa Caterina;10.02.17 10:37;09.09.21 02:17;place;Equipament;4;Les Corts;21;Pedralbes;C Panamà;21;;BARCELONA;2,5352E+16;8,31961E+14;
﻿99400477654;Torre de Santa Caterina;10.02.17 10:37;09.09.21 02:17;place;Equipament;4;Les Corts;21;Pedralbes;C Panamà;21;;BARCELONA;2,5352E+16;8,31961E+14;
﻿99400477654;Torre de Santa Caterina;10.02.17 10:37;09.09.21 02:17;place;Equipament;4;Les Corts;21;Pedralbes;C Panamà;21;;BARCELONA;2,5352E+16;8,31961E+14;
