register_id;name;created;modified;addresses_road_id;addresses_road_name;addresses_start_street_number;addresses_end_street_number;neighbourhood_code;neighbourhood_name;district_code;district_name;zip_code;addresses_town;geo_epgs_25831_x;geo_epgs_25831_y;geo_epgs_4326_x;geo_epgs_4326_y
﻿92086017159;Parc de la Pegaso;10.11.86 00:00;23.11.22 12:39;292507;C Sagrera;179;;61;la Sagrera;9;Sant Andreu;8027;BARCELONA;4,32381E+16;4,58646E+15;4,14269E+15;2,19074E+15
﻿92086017159;Parc de la Pegaso;10.11.86 00:00;23.11.22 12:39;292507;C Sagrera;179;;61;la Sagrera;9;Sant Andreu;8027;BARCELONA;4,32381E+16;4,58646E+15;4,14269E+15;2,19074E+15
﻿99400063301;Jardins de la Casa Elizalde;16.10.03 13:21;23.11.22 12:39;350308;Carrer de València;302;;7;la Dreta de l'Eixample;2;Eixample;8009;Barcelona;4,30271E+16;4,58289E+14;4,13945E+16;2,1659E+16
﻿99400063301;Jardins de la Casa Elizalde;16.10.03 13:21;23.11.22 12:39;350308;Carrer de València;302;;7;la Dreta de l'Eixample;2;Eixample;8009;Barcelona;4,30271E+16;4,58289E+14;4,13945E+16;2,1659E+16
﻿99400063301;Jardins de la Casa Elizalde;16.10.03 13:21;23.11.22 12:39;350308;Carrer de València;302;;7;la Dreta de l'Eixample;2;Eixample;8009;Barcelona;4,30271E+16;4,58289E+14;4,13945E+16;2,1659E+16
﻿92086010721;Parc de Cervantes;12.02.85 00:00;23.11.22 12:39;144601;Av Diagonal;706;;21;Pedralbes;4;Les Corts;8034;BARCELONA;4,25539E+16;4,58183E+15;4,13846E+15;2,10944E+16
﻿92086015836;Parc de l'Espanya Industrial;09.07.86 00:00;23.11.22 12:39;223504;Carrer de Muntadas;1;1;18;Sants;3;Sants-Montjuïc;8014;Barcelona;4,28075E+16;4,58091E+13;4,13765E+15;2,13987E+15
﻿92086015836;Parc de l'Espanya Industrial;09.07.86 00:00;23.11.22 12:39;223504;Carrer de Muntadas;1;1;18;Sants;3;Sants-Montjuïc;8014;Barcelona;4,28075E+16;4,58091E+13;4,13765E+15;2,13987E+15
﻿92086027340;Parc de les Corts;09.06.88 00:00;23.11.22 12:39;227800;Nicaragua;139;;19;les Corts;4;Les Corts;8029;BARCELONA;4,27815E+16;4,58206E+15;4,13868E+15;2,13663E+16
﻿92086012469;Jardins de Montserrat;23.04.85 00:00;23.11.22 12:39;285807;C Rocafort;226;;9;la Nova Esquerra de l'Eixample;2;Eixample;8029;BARCELONA;4,28574E+15;4,5819E+15;4,13854E+15;2,14573E+16
﻿92086035921;Jardins de Ca n'Altimira;15.05.91 00:00;23.11.22 12:39;189803;Maó;9;;25;Sant Gervasi - la Bonanova;5;Sarrià-Sant Gervasi;8022;BARCELONA;4,27403E+15;4,58393E+15;4,14037E+15;2,13148E+16
